"SPECTROID","PKGPAPERCODE","PKGPAPERREV","FILMCODE","TARGETTYPE","SIDE","UNITNUM","INKCODE","PAPERCODE","DOTGAINCODE","REGUSER","REGDATE"
"4632","20190927009","0","ET-190916 3","INK","0","6","P7417",\N,"984","00030201","2020-06-22 08:57:27.093"
"4633","20190927009","0","ET-190916 3","INK","0","7","P698J",\N,"985","00030201","2020-06-22 08:57:27.093"
"4655","20190927010","0","ET-190911 2","PAPER","0","-1",\N,"1012096035003640535",\N,"00030201","2020-06-22 09:02:35.596"
"4656","20190927010","0","ET-190911 2","INK","0","1","P1775C",\N,"986","00030201","2020-06-22 09:02:35.596"
"4657","20190927010","0","ET-190911 2","INK","0","2","020220009",\N,"987","00030201","2020-06-22 09:02:35.596"
"4658","20190927010","0","ET-190911 2","INK","0","3","020220015",\N,"988","00030201","2020-06-22 09:02:35.596"
"4659","20190927010","0","ET-190911 2","INK","0","4","020220014",\N,"989","00030201","2020-06-22 09:02:35.596"
"4660","20190927010","0","ET-190911 2","INK","0","5","020220016",\N,"990","00030201","2020-06-22 09:02:35.596"
"4661","20190927010","0","ET-190911 2","INK","0","6","P7417",\N,"991","00030201","2020-06-22 09:02:35.596"
"4662","20190927010","0","ET-190911 2","INK","0","7","P698J",\N,"992","00030201","2020-06-22 09:02:35.596"
"4684","20190927011","0","ET-190911 3","PAPER","0","-1",\N,"1012096035003640535",\N,"00030201","2020-06-22 09:07:39.693"
"4685","20190927011","0","ET-190911 3","INK","0","1","P1775C",\N,"993","00030201","2020-06-22 09:07:39.693"
"4686","20190927011","0","ET-190911 3","INK","0","2","020220009",\N,"994","00030201","2020-06-22 09:07:39.693"
"4687","20190927011","0","ET-190911 3","INK","0","3","020220015",\N,"995","00030201","2020-06-22 09:07:39.693"
"4688","20190927011","0","ET-190911 3","INK","0","4","020220014",\N,"996","00030201","2020-06-22 09:07:39.693"
"4689","20190927011","0","ET-190911 3","INK","0","5","020220016",\N,"997","00030201","2020-06-22 09:07:39.693"
"4690","20190927011","0","ET-190911 3","INK","0","6","P7417",\N,"998","00030201","2020-06-22 09:07:39.693"
"4691","20190927011","0","ET-190911 3","INK","0","7","P698J",\N,"999","00030201","2020-06-22 09:07:39.693"
"4713","20190926009","0","ET-190916 5","PAPER","0","-1",\N,"1012096035007500530",\N,"00030201","2020-06-22 09:12:46.831"
"4714","20190926009","0","ET-190916 5","INK","0","1","P1775C",\N,"1000","00030201","2020-06-22 09:12:46.831"
"4715","20190926009","0","ET-190916 5","INK","0","2","020220009",\N,"1001","00030201","2020-06-22 09:12:46.831"
"4716","20190926009","0","ET-190916 5","INK","0","3","020220015",\N,"1002","00030201","2020-06-22 09:12:46.831"
"4717","20190926009","0","ET-190916 5","INK","0","4","020220014",\N,"1003","00030201","2020-06-22 09:12:46.831"
"4718","20190926009","0","ET-190916 5","INK","0","5","020220016",\N,"1004","00030201","2020-06-22 09:12:46.831"
"4719","20190926009","0","ET-190916 5","INK","0","6","P7417",\N,"1005","00030201","2020-06-22 09:12:46.831"
"4720","20190926009","0","ET-190916 5","INK","0","7","P698J",\N,"1006","00030201","2020-06-22 09:12:46.831"
"4742","20190926007","0","ET-190919 1B","PAPER","0","-1",\N,"1042001014004250788",\N,"00030201","2020-06-22 09:19:42.483"
"4743","20190926007","0","ET-190919 1B","INK","0","2","020220009",\N,"1007","00030201","2020-06-22 09:19:42.483"
"4744","20190926007","0","ET-190919 1B","INK","0","6","P7417",\N,"1008","00030201","2020-06-22 09:19:42.483"
"4745","20190926007","0","ET-190919 1B","INK","0","7","P698J",\N,"1009","00030201","2020-06-22 09:19:42.483"
"4755","20190926008","0","ET-190919 1A","PAPER","0","-1",\N,"1042001014003950715",\N,"00030201","2020-06-22 09:23:55.754"
"4756","20190926008","0","ET-190919 1A","INK","0","1","P1775C",\N,"1010","00030201","2020-06-22 09:23:55.754"
"4757","20190926008","0","ET-190919 1A","INK","0","2","020220009",\N,"1011","00030201","2020-06-22 09:23:55.754"
"4758","20190926008","0","ET-190919 1A","INK","0","3","020220015",\N,"1012","00030201","2020-06-22 09:23:55.754"
"4759","20190926008","0","ET-190919 1A","INK","0","4","020220014",\N,"1013","00030201","2020-06-22 09:23:55.754"
"4760","20190926008","0","ET-190919 1A","INK","0","5","020220016",\N,"1014","00030201","2020-06-22 09:23:55.754"
"4761","20190926008","0","ET-190919 1A","INK","0","6","P7417",\N,"1015","00030201","2020-06-22 09:23:55.754"
"4762","20190926008","0","ET-190919 1A","INK","0","7","P698J",\N,"1016","00030201","2020-06-22 09:23:55.754"
"4784","20190904004","0","SA-191226 1","PAPER","0","-1",\N,"1046002035005400630",\N,"00030201","2020-06-22 09:32:52.871"
"4785","20190904004","0","SA-191226 1","INK","0","2","020220013",\N,\N,"00030201","2020-06-22 09:32:52.871"
"4786","20190904004","0","SA-191226 1","INK","0","3","020220009",\N,\N,"00030201","2020-06-22 09:32:52.871"
"4787","20190904004","0","SA-191226 1","INK","0","4","P7548C",\N,\N,"00030201","2020-06-22 09:32:52.871"
"4788","20190904004","0","SA-191226 1","INK","0","5","P7548D",\N,\N,"00030201","2020-06-22 09:32:52.871"
"4789","20190904004","0","SA-191226 1","INK","0","6","P1205H",\N,\N,"00030201","2020-06-22 09:32:52.871"
"4790","20190904003","0","EN-200205 2","PAPER","0","-1",\N,"1046002035005400630",\N,"00030201","2020-06-22 09:40:25.949"
"4791","20190904003","0","EN-200205 2","INK","0","2","020220013",\N,\N,"00030201","2020-06-22 09:40:25.949"
"4792","20190904003","0","EN-200205 2","INK","0","3","020220009",\N,\N,"00030201","2020-06-22 09:40:25.949"
"4793","20190904003","0","EN-200205 2","INK","0","4","P184C",\N,\N,"00030201","2020-06-22 09:40:25.949"
"4794","20190904003","0","EN-200205 2","INK","0","5","P184D",\N,\N,"00030201","2020-06-22 09:40:25.949"
"4795","20190904003","0","EN-200205 2","INK","0","6","P706L",\N,\N,"00030201","2020-06-22 09:40:25.949"
"4796","20190904004","0","SA-191226 1","INK","0","4","P7548C",\N,\N,"00030201","2020-06-22 09:44:11.903"
"4797","20190904004","0","SA-191226 1","INK","0","5","P7548D",\N,\N,"00030201","2020-06-22 09:44:11.903"
"4798","20190904002","0","EN-200204 1","PAPER","0","-1",\N,"1046002035005400630",\N,"00030201","2020-06-22 09:48:04.172"
"4799","20190904002","0","EN-200204 1","INK","0","2","020220013",\N,\N,"00030201","2020-06-22 09:48:04.172"
"4800","20190904002","0","EN-200204 1","INK","0","3","020220009",\N,\N,"00030201","2020-06-22 09:48:04.172"
"4801","20190904002","0","EN-200204 1","INK","0","4","P368M",\N,\N,"00030201","2020-06-22 09:48:04.172"
"4802","20190904002","0","EN-200204 1","INK","0","5","P368M",\N,\N,"00030201","2020-06-22 09:48:04.172"
"4803","20190904002","0","EN-200204 1","INK","0","6","P365B",\N,\N,"00030201","2020-06-22 09:48:04.172"
"4804","20190904001","0","SA-200122 1","PAPER","0","-1",\N,"1046002035005400630",\N,"00030201","2020-06-22 09:49:55.960"
"4805","20190904001","0","SA-200122 1","INK","0","2","020220013",\N,\N,"00030201","2020-06-22 09:49:55.960"
"4806","20190904001","0","SA-200122 1","INK","0","3","020220009",\N,\N,"00030201","2020-06-22 09:49:55.960"
"4807","20190904001","0","SA-200122 1","INK","0","4","P305G",\N,\N,"00030201","2020-06-22 09:49:55.960"
"4808","20190904001","0","SA-200122 1","INK","0","5","P305G",\N,\N,"00030201","2020-06-22 09:49:55.960"
"4809","20190904001","0","SA-200122 1","INK","0","6","P635A",\N,\N,"00030201","2020-06-22 09:49:55.960"
"4810","20190819004","0","SV-200304 2","PAPER","0","-1",\N,"1062001024004850745",\N,"00030201","2020-06-22 10:09:25.261"
"4811","20190819004","0","SV-200304 2","INK","0","2","020120002",\N,"1017","00030201","2020-06-22 10:09:25.261"
"4812","20190819004","0","SV-200304 2","INK","0","3","020120007",\N,"1018","00030201","2020-06-22 10:09:25.261"
"4813","20190819004","0","SV-200304 2","INK","0","4","020120014",\N,"1019","00030201","2020-06-22 10:09:25.261"
"4814","20190819004","0","SV-200304 2","INK","0","5","P3115D",\N,"1020","00030201","2020-06-22 10:09:25.261"
"4815","20190819004","0","SV-200304 2","INK","0","6","회색1",\N,"1021","00030201","2020-06-22 10:09:25.261"
"4816","20190819004","0","SV-200304 2","INK","0","7","020120015",\N,"1022","00030201","2020-06-22 10:09:25.261"
"4835","20190704005","0","ET-190628 5","PAPER","0","-1",\N,"1945002035003640535",\N,"00030201","2020-06-22 10:13:04.518"
"4836","20190704005","0","ET-190628 5","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:13:04.518"
"4837","20190704005","0","ET-190628 5","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:13:04.518"
"4838","20190704005","0","ET-190628 5","INK","0","3","P7418B",\N,\N,"00030201","2020-06-22 10:13:04.518"
"4839","20190704005","0","ET-190628 5","INK","0","4","금적8",\N,\N,"00030201","2020-06-22 10:13:04.518"
"4840","20190704005","0","ET-190628 5","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:13:04.518"
"4841","20190704005","0","ET-190628 5","INK","0","6","P7477B",\N,\N,"00030201","2020-06-22 10:13:04.518"
"4842","20190704006","0","ET-190628 3","PAPER","0","-1",\N,"1945002035003640535",\N,"00030201","2020-06-22 10:15:23.533"
"4843","20190704006","0","ET-190628 3","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:15:23.533"
"4844","20190704006","0","ET-190628 3","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:15:23.533"
"4845","20190704006","0","ET-190628 3","INK","0","3","P193",\N,\N,"00030201","2020-06-22 10:15:23.533"
"4846","20190704006","0","ET-190628 3","INK","0","4","금적8",\N,\N,"00030201","2020-06-22 10:15:23.533"
"4847","20190704006","0","ET-190628 3","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:15:23.533"
"4848","20190704006","0","ET-190628 3","INK","0","6","P288D",\N,\N,"00030201","2020-06-22 10:15:23.533"
"4849","20190704002","0","ET-190628 2","PAPER","0","-1",\N,"1945002035003640535",\N,"00030201","2020-06-22 10:17:33.148"
"4850","20190704002","0","ET-190628 2","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:17:33.148"
"4851","20190704002","0","ET-190628 2","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:17:33.148"
"4852","20190704002","0","ET-190628 2","INK","0","3","P7598",\N,\N,"00030201","2020-06-22 10:17:33.148"
"4853","20190704002","0","ET-190628 2","INK","0","4","금적8",\N,\N,"00030201","2020-06-22 10:17:33.148"
"4854","20190704002","0","ET-190628 2","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:17:33.148"
"4855","20190704002","0","ET-190628 2","INK","0","6","P7477B",\N,\N,"00030201","2020-06-22 10:17:33.148"
"4856","20190704007","0","ET-190628 4","PAPER","0","-1",\N,"1945002035003640535",\N,"00030201","2020-06-22 10:19:42.084"
"4857","20190704007","0","ET-190628 4","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:19:42.084"
"4858","20190704007","0","ET-190628 4","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:19:42.084"
"4859","20190704007","0","ET-190628 4","INK","0","3","P484",\N,\N,"00030201","2020-06-22 10:19:42.084"
"4860","20190704007","0","ET-190628 4","INK","0","4","금적8",\N,\N,"00030201","2020-06-22 10:19:42.084"
"4861","20190704007","0","ET-190628 4","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:19:42.084"
"4862","20190704007","0","ET-190628 4","INK","0","6","P7477B",\N,\N,"00030201","2020-06-22 10:19:42.084"
"4863","20190706012","0","ET-191128 10","PAPER","0","-1",\N,"1945002035004050545",\N,"00030201","2020-06-22 10:23:23.736"
"4864","20190706012","0","ET-191128 10","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:23:23.736"
"4865","20190706012","0","ET-191128 10","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:23:23.736"
"4866","20190706012","0","ET-191128 10","INK","0","3","020220015",\N,\N,"00030201","2020-06-22 10:23:23.736"
"4867","20190706012","0","ET-191128 10","INK","0","4","020220014",\N,\N,"00030201","2020-06-22 10:23:23.736"
"4868","20190706012","0","ET-191128 10","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:23:23.736"
"4869","20190706012","0","ET-191128 10","INK","0","6","브라운2",\N,\N,"00030201","2020-06-22 10:23:23.736"
"4870","20190706012","0","ET-191128 10","INK","0","7","020220016",\N,\N,"00030201","2020-06-22 10:23:23.736"
"4871","20190706011","0","ET-191128 9","PAPER","0","-1",\N,"1945002035004050545",\N,"00030201","2020-06-22 10:25:08.047"
"4872","20190706011","0","ET-191128 9","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:25:08.047"
"4873","20190706011","0","ET-191128 9","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:25:08.047"
"4874","20190706011","0","ET-191128 9","INK","0","3","020220015",\N,\N,"00030201","2020-06-22 10:25:08.047"
"4875","20190706011","0","ET-191128 9","INK","0","4","020220014",\N,\N,"00030201","2020-06-22 10:25:08.047"
"4876","20190706011","0","ET-191128 9","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:25:08.047"
"4877","20190706011","0","ET-191128 9","INK","0","6","P288D",\N,\N,"00030201","2020-06-22 10:25:08.047"
"4878","20190706011","0","ET-191128 9","INK","0","7","020220016",\N,\N,"00030201","2020-06-22 10:25:08.047"
"4879","20190706008","0","ET-190628 8","PAPER","0","-1",\N,"1945002035006500495",\N,"00030201","2020-06-22 10:29:50.776"
"4880","20190706008","0","ET-190628 8","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:29:50.776"
"4881","20190706008","0","ET-190628 8","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:29:50.776"
"4882","20190706008","0","ET-190628 8","INK","0","3","020220015",\N,\N,"00030201","2020-06-22 10:29:50.776"
"4883","20190706008","0","ET-190628 8","INK","0","4","020220014",\N,\N,"00030201","2020-06-22 10:29:50.776"
"4884","20190706008","0","ET-190628 8","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:29:50.776"
"4885","20190706008","0","ET-190628 8","INK","0","6","P7477B",\N,\N,"00030201","2020-06-22 10:29:50.776"
"4886","20190706008","0","ET-190628 8","INK","0","7","020220016",\N,\N,"00030201","2020-06-22 10:29:50.776"
"4887","20190706009","0","ET-190628 7","PAPER","0","-1",\N,"1945002035006500495",\N,"00030201","2020-06-22 10:31:53.957"
"4888","20190706009","0","ET-190628 7","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:31:53.957"
"4889","20190706009","0","ET-190628 7","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:31:53.957"
"4890","20190706009","0","ET-190628 7","INK","0","3","020220015",\N,\N,"00030201","2020-06-22 10:31:53.957"
"4891","20190706009","0","ET-190628 7","INK","0","4","020220014",\N,\N,"00030201","2020-06-22 10:31:53.957"
"4892","20190706009","0","ET-190628 7","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:31:53.957"
"4893","20190706009","0","ET-190628 7","INK","0","6","금적8",\N,\N,"00030201","2020-06-22 10:31:53.957"
"4894","20190706009","0","ET-190628 7","INK","0","7","020220016",\N,\N,"00030201","2020-06-22 10:31:53.957"
"4895","20181025008","0","FP-190320 1","PAPER","0","-1",\N,"1061001024003640710",\N,"00030201","2020-06-22 10:34:57.394"
"4896","20181025008","0","FP-190320 1","INK","0","2","020220009",\N,"1023","00030201","2020-06-22 10:34:57.394"
"4897","20181025008","0","FP-190320 1","INK","0","5","P186M",\N,"1024","00030201","2020-06-22 10:34:57.394"
"4898","20181025008","0","FP-190320 1","INK","0","6","P10J",\N,"1025","00030201","2020-06-22 10:34:57.394"
"4908","20190706010","0","ET-190628 12","PAPER","0","-1",\N,"1945002035004900665",\N,"00030201","2020-06-22 10:38:19.244"
"4909","20190706010","0","ET-190628 12","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:38:19.244"
"4910","20190706010","0","ET-190628 12","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:38:19.244"
"4911","20190706010","0","ET-190628 12","INK","0","3","020220015",\N,\N,"00030201","2020-06-22 10:38:19.244"
"4912","20190706010","0","ET-190628 12","INK","0","4","020220014",\N,\N,"00030201","2020-06-22 10:38:19.244"
"4913","20190706010","0","ET-190628 12","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 10:38:19.244"
"4914","20190706010","0","ET-190628 12","INK","0","6","금적8",\N,\N,"00030201","2020-06-22 10:38:19.244"
"4915","20190706010","0","ET-190628 12","INK","0","7","020220016",\N,\N,"00030201","2020-06-22 10:38:19.244"
"4916","20190517001","0","SA-190424 1","PAPER","0","-1",\N,"1046002035005450720",\N,"00030201","2020-06-22 10:41:24.807"
"4917","20190517001","0","SA-190424 1","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 10:41:24.807"
"4918","20190517001","0","SA-190424 1","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 10:41:24.807"
"4919","20190517001","0","SA-190424 1","INK","0","3","020220015",\N,\N,"00030201","2020-06-22 10:41:24.807"
"4920","20190517001","0","SA-190424 1","INK","0","4","020220014",\N,\N,"00030201","2020-06-22 10:41:24.807"
"4921","20190517001","0","SA-190424 1","INK","0","5","020220016",\N,\N,"00030201","2020-06-22 10:41:24.807"
"4922","20190517001","0","SA-190424 1","INK","0","6","P872E",\N,\N,"00030201","2020-06-22 10:41:24.807"
"4923","20190430004","0","SV-190617 6","PAPER","1","-1",\N,"1046182035007050364",\N,"00030201","2020-06-22 11:03:50.212"
"4924","20190430004","0","SV-190617 6","INK","1","5","P2627D",\N,"1026","00030201","2020-06-22 11:03:50.212"
"4925","20190430004","0","SV-190617 6","PAPER","0","-1",\N,"1046182035007050364",\N,"00030201","2020-06-22 11:03:50.212"
"4926","20190430004","0","SV-190617 6","INK","0","2","020220013",\N,"1027","00030201","2020-06-22 11:03:50.212"
"4927","20190430004","0","SV-190617 6","INK","0","5","P2627D",\N,"1028","00030201","2020-06-22 11:03:50.212"
"4937","20190430003","0","SA-190502 1","PAPER","1","-1",\N,"1046182035005800430",\N,"00030201","2020-06-22 11:10:46.819"
"4938","20190430003","0","SA-190502 1","INK","1","5","P2627D",\N,\N,"00030201","2020-06-22 11:10:46.819"
"4939","20190430003","0","SA-190502 1","PAPER","0","-1",\N,"1046182035005800430",\N,"00030201","2020-06-22 11:10:46.819"
"4940","20190430003","0","SA-190502 1","INK","0","2","020220013",\N,\N,"00030201","2020-06-22 11:10:46.819"
"4941","20190430003","0","SA-190502 1","INK","0","5","P2627D",\N,\N,"00030201","2020-06-22 11:10:46.819"
"4942","20190430003","0","SA-190502 1","PAPER","1","-1",\N,"1046182035005800430",\N,"00030201","2020-06-22 11:14:21.887"
"4943","20190430003","0","SA-190502 1","INK","1","5","P2627D",\N,"1029","00030201","2020-06-22 11:14:21.887"
"4944","20190430003","0","SA-190502 1","PAPER","0","-1",\N,"1046182035005800430",\N,"00030201","2020-06-22 11:14:21.887"
"4948","20190430003","0","SA-190502 1","INK","0","4","020220008",\N,\N,"00030201","2020-06-22 11:17:18.722"
"4949","20190430002","0","SV-190423 10","PAPER","0","-1",\N,"1046182035006100385",\N,"00030201","2020-06-22 11:19:03.465"
"4950","20190430002","0","SV-190423 10","INK","0","2","020220013",\N,\N,"00030201","2020-06-22 11:19:03.465"
"4951","20190430002","0","SV-190423 10","INK","0","5","P2627D",\N,\N,"00030201","2020-06-22 11:19:03.465"
"4952","20190304001","0","SV-190215 1","PAPER","0","-1",\N,"1046002035003640535",\N,"00030201","2020-06-22 11:22:33.925"
"4953","20190304001","0","SV-190215 1","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 11:22:33.925"
"4954","20190304001","0","SV-190215 1","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 11:22:33.925"
"4955","20190304001","0","SV-190215 1","INK","0","4","P192A",\N,\N,"00030201","2020-06-22 11:22:33.925"
"4956","20190304001","0","SV-190215 1","INK","0","5","P2119",\N,\N,"00030201","2020-06-22 11:22:33.925"
"4957","20190211008","0","SV-190129 2","PAPER","0","-1",\N,"1061001030003640535",\N,"00030201","2020-06-22 11:25:19.677"
"4958","20190211008","0","SV-190129 2","INK","0","6","020120002",\N,\N,"00030201","2020-06-22 11:25:19.677"
"4959","20190211008","0","SV-190129 2","INK","0","7","020120009",\N,\N,"00030201","2020-06-22 11:25:19.677"
"4960","20181025009","0","FP-181016 1A","PAPER","0","-1",\N,"1061001024005300710",\N,"00030201","2020-06-22 11:27:59.854"
"4961","20181025009","0","FP-181016 1A","INK","0","2","020220009",\N,"1030","00030201","2020-06-22 11:27:59.854"
"4962","20181025009","0","FP-181016 1A","INK","0","5","P186M",\N,"1031","00030201","2020-06-22 11:27:59.854"
"4969","20181008001","0","ET-180921 1","PAPER","0","-1",\N,"1044001035004450660",\N,"00030201","2020-06-22 11:33:57.866"
"4970","20181008001","0","ET-180921 1","INK","0","1","P432A",\N,"1032","00030201","2020-06-22 11:33:57.866"
"4971","20181008001","0","ET-180921 1","INK","0","2","020120002",\N,"1033","00030201","2020-06-22 11:33:57.866"
"4972","20181008001","0","ET-180921 1","INK","0","3","020120007",\N,"1034","00030201","2020-06-22 11:33:57.866"
"4973","20181008001","0","ET-180921 1","INK","0","4","020120014",\N,"1035","00030201","2020-06-22 11:33:57.866"
"4974","20181008001","0","ET-180921 1","INK","0","5","P7516",\N,"1036","00030201","2020-06-22 11:33:57.866"
"4975","20181008001","0","ET-180921 1","INK","0","6","P2019",\N,"1037","00030201","2020-06-22 11:33:57.866"
"4976","20181008001","0","ET-180921 1","INK","0","7","020120015",\N,"1038","00030201","2020-06-22 11:33:57.866"
"4998","20180913008","0","SA-200107 7","PAPER","0","-1",\N,"1046092035005350760",\N,"00030201","2020-06-22 11:58:47.674"
"4999","20180913008","0","SA-200107 7","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 11:58:47.674"
"5000","20180913008","0","SA-200107 7","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 11:58:47.674"
"5001","20180913008","0","SA-200107 7","INK","0","3","020220015",\N,\N,"00030201","2020-06-22 11:58:47.674"
"5002","20180913008","0","SA-200107 7","INK","0","4","020220014",\N,\N,"00030201","2020-06-22 11:58:47.674"
"5003","20180913008","0","SA-200107 7","INK","0","6","P109E",\N,\N,"00030201","2020-06-22 11:58:47.674"
"5004","20180913008","0","SA-200107 7","INK","0","7","020220016",\N,\N,"00030201","2020-06-22 11:58:47.674"
"5005","20181025012","0","FP-181016 1D","PAPER","0","-1",\N,"1046002030005650815",\N,"00030201","2020-06-22 12:02:02.187"
"5006","20181025012","0","FP-181016 1D","INK","0","5","P186M",\N,\N,"00030201","2020-06-22 12:02:02.187"
"5007","20181121004","0","ET-181002 6","PAPER","0","-1",\N,"1044001035004450620",\N,"00030201","2020-06-22 12:06:02.167"
"5008","20181121004","0","ET-181002 6","INK","0","1","P432A",\N,"1039","00030201","2020-06-22 12:06:02.167"
"5009","20181121004","0","ET-181002 6","INK","0","2","020120002",\N,"1040","00030201","2020-06-22 12:06:02.167"
"5010","20181121004","0","ET-181002 6","INK","0","3","020120007",\N,"1041","00030201","2020-06-22 12:06:02.167"
"5011","20181121004","0","ET-181002 6","INK","0","4","020120014",\N,"1042","00030201","2020-06-22 12:06:02.167"
"5012","20181121004","0","ET-181002 6","INK","0","5","P7515",\N,"1043","00030201","2020-06-22 12:06:02.167"
"5013","20181121004","0","ET-181002 6","INK","0","6","P719B",\N,"1044","00030201","2020-06-22 12:06:02.167"
"5014","20181121004","0","ET-181002 6","INK","0","7","020120015",\N,"1045","00030201","2020-06-22 12:06:02.167"
"5036","20190704001","0","ET-190628 11","PAPER","0","-1",\N,"1945002035004900710",\N,"00030201","2020-06-22 12:09:41.667"
"5037","20190704001","0","ET-190628 11","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 12:09:41.667"
"5038","20190704001","0","ET-190628 11","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 12:09:41.667"
"5039","20190704001","0","ET-190628 11","INK","0","4","금적8",\N,\N,"00030201","2020-06-22 12:09:41.667"
"5040","20190704001","0","ET-190628 11","INK","0","5","P157B",\N,\N,"00030201","2020-06-22 12:09:41.667"
"5041","20190704001","0","ET-190628 11","INK","0","6","P7477B",\N,\N,"00030201","2020-06-22 12:09:41.667"
"5042","20180904015","0","HT-180828 2A","PAPER","0","-1",\N,"2062026028005850640",\N,"00030201","2020-06-22 13:46:57.348"
"5043","20180904015","0","HT-180828 2A","INK","0","1","덕수백",\N,\N,"00030201","2020-06-22 13:46:57.348"
"5044","20180904015","0","HT-180828 2A","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 13:46:57.348"
"5045","20180904015","0","HT-180828 2A","INK","0","3","020220015",\N,\N,"00030201","2020-06-22 13:46:57.348"
"5046","20180904015","0","HT-180828 2A","INK","0","4","020220014",\N,\N,"00030201","2020-06-22 13:46:57.348"
"5047","20180904015","0","HT-180828 2A","INK","0","5","020220016",\N,\N,"00030201","2020-06-22 13:46:57.348"
"5048","20180904015","0","HT-180828 2A","INK","0","6","P187F",\N,\N,"00030201","2020-06-22 13:46:57.348"
"5049","20180904016","0","HT-180828 2B","PAPER","0","-1",\N,"2062026028005800520",\N,"00030201","2020-06-22 13:50:06.709"
"5050","20180904016","0","HT-180828 2B","INK","0","5","002박색6",\N,\N,"00030201","2020-06-22 13:50:06.709"
"5051","20180829027","0","SA-190321 2","PAPER","0","-1",\N,"1046001035004950625",\N,"00030201","2020-06-22 13:53:56.165"
"5052","20180829027","0","SA-190321 2","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 13:53:56.165"
"5053","20180829027","0","SA-190321 2","INK","0","3","020220009",\N,\N,"00030201","2020-06-22 13:53:56.165"
"5054","20180829027","0","SA-190321 2","INK","0","4","020220015",\N,\N,"00030201","2020-06-22 13:53:56.165"
"5055","20180829027","0","SA-190321 2","INK","0","5","020220014",\N,\N,"00030201","2020-06-22 13:53:56.165"
"5056","20180829027","0","SA-190321 2","INK","0","6","P678B",\N,\N,"00030201","2020-06-22 13:53:56.165"
"5057","20180829027","0","SA-190321 2","INK","0","7","020220016",\N,\N,"00030201","2020-06-22 13:53:56.165"
"5058","20190812006","0","SV-190729 1","PAPER","0","-1",\N,"1046002035003800535",\N,"00030201","2020-06-22 13:57:57.017"
"5059","20190812006","0","SV-190729 1","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 13:57:57.017"
"5060","20190812006","0","SV-190729 1","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 13:57:57.017"
"5061","20190812006","0","SV-190729 1","INK","0","3","P.RubineRed",\N,\N,"00030201","2020-06-22 13:57:57.017"
"5062","20190812006","0","SV-190729 1","INK","0","4","레드코랄별색",\N,\N,"00030201","2020-06-22 13:57:57.017"
"5063","20190812006","0","SV-190729 1","INK","0","5","레드베다별색",\N,\N,"00030201","2020-06-22 13:57:57.017"
"5064","20190812006","0","SV-190729 1","INK","0","6","금분6",\N,\N,"00030201","2020-06-22 13:57:57.017"
"5065","20200311013","0","SG-200305 2","PAPER","0","-1",\N,"1077002035004100690",\N,"00030201","2020-06-22 14:00:12.639"
"5066","20200311013","0","SG-200305 2","INK","0","1","020220013",\N,\N,"00030201","2020-06-22 14:00:12.639"
"5067","20200311013","0","SG-200305 2","INK","0","2","020220009",\N,\N,"00030201","2020-06-22 14:00:12.639"
"5068","20200311013","0","SG-200305 2","INK","0","5","DS233A",\N,\N,"00030201","2020-06-22 14:00:12.639"
"5069","20200311013","0","SG-200305 2","INK","0","6","P1935C",\N,\N,"00030201","2020-06-22 14:00:12.639"
