"SPECTROID","PKGPAPERCODE","PKGPAPERREV","FILMCODE","TARGETTYPE","SIDE","UNITNUM","INKCODE","PAPERCODE","DOTGAINCODE","REGUSER","REGDATE"
"21394","20200708010","0","HG-191210 2","PAPER","0","-1",\N,"1063002035006450835",\N,"00030201","2020-07-08 12:04:30.217"
"21395","20200708010","0","HG-191210 2","INK","0","1","020220013",\N,\N,"00030201","2020-07-08 12:04:30.217"
"21396","20200708010","0","HG-191210 2","INK","0","2","020220009",\N,"4518","00030201","2020-07-08 12:04:30.217"
"21397","20200708010","0","HG-191210 2","INK","0","3","020220015",\N,"4519","00030201","2020-07-08 12:04:30.217"
"21398","20200708010","0","HG-191210 2","INK","0","4","020220014",\N,"4520","00030201","2020-07-08 12:04:30.217"
"21399","20200708010","0","HG-191210 2","INK","0","5","020220016",\N,"4521","00030201","2020-07-08 12:04:30.217"
"21400","20200708010","0","HG-191210 2","INK","0","6","DS317",\N,"4522","00030201","2020-07-08 12:04:30.217"
"21416","20191212012","0","ET-191128 1","PAPER","1","-1",\N,"1953001035006850460",\N,"00030201","2020-07-08 12:06:13.477"
"21417","20191212012","0","ET-191128 1","INK","1","9","P706F",\N,"4523","00030201","2020-07-08 12:06:13.477"
"21418","20191212012","0","ET-191128 1","PAPER","0","-1",\N,"1953001035006850460",\N,"00030201","2020-07-08 12:06:13.477"
"21419","20191212012","0","ET-191128 1","INK","0","3","020220009",\N,"4524","00030201","2020-07-08 12:06:13.477"
"21420","20191212012","0","ET-191128 1","INK","0","4","P9263",\N,"4525","00030201","2020-07-08 12:06:13.477"
"21421","20191212012","0","ET-191128 1","INK","0","6","P2015B",\N,"4526","00030201","2020-07-08 12:06:13.477"
"21434","20191212013","0","ET-191128 2","PAPER","1","-1",\N,"1953001035006850460",\N,"00030201","2020-07-08 12:09:20.874"
"21435","20191212013","0","ET-191128 2","INK","1","9","P706F",\N,"4527","00030201","2020-07-08 12:09:20.874"
"21436","20191212013","0","ET-191128 2","PAPER","0","-1",\N,"1953001035006850460",\N,"00030201","2020-07-08 12:09:20.874"
"21437","20191212013","0","ET-191128 2","INK","0","3","020220009",\N,"4528","00030201","2020-07-08 12:09:20.874"
"21438","20191212013","0","ET-191128 2","INK","0","4","P9263",\N,"4529","00030201","2020-07-08 12:09:20.874"
"21439","20191212013","0","ET-191128 2","INK","0","5","P719L",\N,"4530","00030201","2020-07-08 12:09:20.874"
"21452","20191208006","0","ET-191120 11","PAPER","1","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 12:12:48.988"
"21453","20191208006","0","ET-191120 11","INK","1","8","P706F",\N,"4531","00030201","2020-07-08 12:12:48.988"
"21454","20191208006","0","ET-191120 11","PAPER","0","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 12:12:48.988"
"21455","20191208006","0","ET-191120 11","INK","0","3","020220009",\N,"4532","00030201","2020-07-08 12:12:48.988"
"21456","20191208006","0","ET-191120 11","INK","0","5","P156G",\N,"4533","00030201","2020-07-08 12:12:48.988"
"21457","20191208006","0","ET-191120 11","INK","0","6","P9263",\N,"4534","00030201","2020-07-08 12:12:48.988"
"21470","20191208009","0","ET-191120 10","PAPER","1","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 12:15:50.43"
"21471","20191208009","0","ET-191120 10","INK","1","8","P706F",\N,"4535","00030201","2020-07-08 12:15:50.43"
"21472","20191208009","0","ET-191120 10","PAPER","0","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 12:15:50.43"
"21473","20191208009","0","ET-191120 10","INK","0","3","020220009",\N,"4536","00030201","2020-07-08 12:15:50.43"
"21474","20191208009","0","ET-191120 10","INK","0","4","P727E",\N,"4537","00030201","2020-07-08 12:15:50.43"
"21475","20191208009","0","ET-191120 10","INK","0","6","P9263",\N,"4538","00030201","2020-07-08 12:15:50.43"
"21488","20200708009","0","HG-200601 2","PAPER","0","-1",\N,"1063002035005600805",\N,"00030201","2020-07-08 12:16:29.428"
"21489","20200708009","0","HG-200601 2","INK","0","1","020220013",\N,\N,"00030201","2020-07-08 12:16:29.428"
"21490","20200708009","0","HG-200601 2","INK","0","2","020220009",\N,"4539","00030201","2020-07-08 12:16:29.428"
"21491","20200708009","0","HG-200601 2","INK","0","3","020220015",\N,"4540","00030201","2020-07-08 12:16:29.428"
"21492","20200708009","0","HG-200601 2","INK","0","4","020220014",\N,"4541","00030201","2020-07-08 12:16:29.428"
"21493","20200708009","0","HG-200601 2","INK","0","5","020220016",\N,"4542","00030201","2020-07-08 12:16:29.428"
"21494","20200708009","0","HG-200601 2","INK","0","6","DS317",\N,"4543","00030201","2020-07-08 12:16:29.428"
"21510","20191208005","0","ET-191120 8","PAPER","1","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 12:18:54.738"
"21511","20191208005","0","ET-191120 8","INK","1","8","P706F",\N,"4544","00030201","2020-07-08 12:18:54.738"
"21512","20191208005","0","ET-191120 8","PAPER","0","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 12:18:54.738"
"21513","20191208005","0","ET-191120 8","INK","0","3","020220009",\N,"4545","00030201","2020-07-08 12:18:54.738"
"21514","20191208005","0","ET-191120 8","INK","0","4","P2015B",\N,"4546","00030201","2020-07-08 12:18:54.738"
"21515","20191208005","0","ET-191120 8","INK","0","6","P9263",\N,"4547","00030201","2020-07-08 12:18:54.738"
"21528","20191208007","0","ET-191120 7","PAPER","1","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 13:31:46.632"
"21529","20191208007","0","ET-191120 7","INK","1","8","P706F",\N,"4548","00030201","2020-07-08 13:31:46.632"
"21530","20191208007","0","ET-191120 7","PAPER","0","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 13:31:46.632"
"21531","20191208007","0","ET-191120 7","INK","0","3","020220009",\N,"4549","00030201","2020-07-08 13:31:46.632"
"21532","20191208007","0","ET-191120 7","INK","0","4","P7415C",\N,"4550","00030201","2020-07-08 13:31:46.632"
"21533","20191208007","0","ET-191120 7","INK","0","6","P9263",\N,"4551","00030201","2020-07-08 13:31:46.632"
"21546","20191208003","0","ET-191120 6","PAPER","1","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 13:35:46.808"
"21547","20191208003","0","ET-191120 6","INK","1","8","P706F",\N,"4552","00030201","2020-07-08 13:35:46.808"
"21548","20191208003","0","ET-191120 6","PAPER","0","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 13:35:46.808"
"21549","20191208003","0","ET-191120 6","INK","0","3","020220009",\N,"4553","00030201","2020-07-08 13:35:46.808"
"21550","20191208003","0","ET-191120 6","INK","0","5","DIC2SB",\N,"4554","00030201","2020-07-08 13:35:46.808"
"21551","20191208003","0","ET-191120 6","INK","0","6","P9263",\N,"4555","00030201","2020-07-08 13:35:46.808"
"21564","20191202008","0","ET-191120 12","PAPER","1","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 13:38:41.503"
"21565","20191202008","0","ET-191120 12","INK","1","9","P706M",\N,"4556","00030201","2020-07-08 13:38:41.503"
"21566","20191202008","0","ET-191120 12","PAPER","0","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 13:38:41.503"
"21567","20191202008","0","ET-191120 12","INK","0","3","020220009",\N,"4557","00030201","2020-07-08 13:38:41.503"
"21568","20191202008","0","ET-191120 12","INK","0","4","P9263",\N,"4558","00030201","2020-07-08 13:38:41.503"
"21569","20191202008","0","ET-191120 12","INK","0","5","P719K",\N,"4559","00030201","2020-07-08 13:38:41.503"
"21582","20200305011","0","ET-190319 2","PAPER","0","-1",\N,"1044001035004600745",\N,"00030201","2020-07-08 13:42:05.375"
"21583","20200305011","0","ET-190319 2","INK","0","3","020220009",\N,"4560","00030201","2020-07-08 13:42:05.375"
"21584","20200305011","0","ET-190319 2","INK","0","5","DIC2041B",\N,"4561","00030201","2020-07-08 13:42:05.375"
"21585","20200305011","0","ET-190319 2","INK","0","6","DIC2043B",\N,"4562","00030201","2020-07-08 13:42:05.375"
"21595","20200305013","0","ET-190319 1","PAPER","0","-1",\N,"1044001035004600745",\N,"00030201","2020-07-08 13:44:31.334"
"21596","20200305013","0","ET-190319 1","INK","0","3","020220009",\N,"4563","00030201","2020-07-08 13:44:31.334"
"21597","20200305013","0","ET-190319 1","INK","0","4","DIC2043",\N,"4564","00030201","2020-07-08 13:44:31.334"
"21598","20200305013","0","ET-190319 1","INK","0","6","DIC2043A",\N,"4565","00030201","2020-07-08 13:44:31.334"
"21608","20190103001","0","ET-190521 1","PAPER","0","-1",\N,"1827157027203640535",\N,"00030201","2020-07-08 13:48:26.558"
"21609","20190103001","0","ET-190521 1","INK","0","5","020120002",\N,"4566","00030201","2020-07-08 13:48:26.558"
"21610","20190103001","0","ET-190521 1","INK","0","6","020120002",\N,"4567","00030201","2020-07-08 13:48:26.558"
"21617","20181108002","0","ET-181109 1","PAPER","1","-1",\N,"1827122029506750364",\N,"00030201","2020-07-08 13:55:27.769"
"21618","20181108002","0","ET-181109 1","INK","1","4","P706J",\N,\N,"00030201","2020-07-08 13:55:27.769"
"21619","20181108002","0","ET-181109 1","PAPER","0","-1",\N,"1827122029506750364",\N,"00030201","2020-07-08 13:55:27.769"
"21620","20181108002","0","ET-181109 1","INK","0","1","020220013",\N,"4568","00030201","2020-07-08 13:55:27.769"
"21621","20181108002","0","ET-181109 1","INK","0","2","020220009",\N,"4569","00030201","2020-07-08 13:55:27.769"
"21622","20181108002","0","ET-181109 1","INK","0","3","P271",\N,"4570","00030201","2020-07-08 13:55:27.769"
"21623","20181108002","0","ET-181109 1","INK","0","6","DS435",\N,"4571","00030201","2020-07-08 13:55:27.769"
"21636","20181114006","0","ET-181025 3","PAPER","1","-1",\N,"1827122029506500545",\N,"00030201","2020-07-08 13:58:50.547"
"21637","20181114006","0","ET-181025 3","INK","1","9","P706J",\N,\N,"00030201","2020-07-08 13:58:50.547"
"21638","20181114006","0","ET-181025 3","PAPER","0","-1",\N,"1827122029506500545",\N,"00030201","2020-07-08 13:58:50.547"
"21639","20181114006","0","ET-181025 3","INK","0","1","020220013",\N,"4572","00030201","2020-07-08 13:58:50.547"
"21640","20181114006","0","ET-181025 3","INK","0","2","020220009",\N,"4573","00030201","2020-07-08 13:58:50.547"
"21641","20181114006","0","ET-181025 3","INK","0","3","P271",\N,"4574","00030201","2020-07-08 13:58:50.547"
"21642","20181114006","0","ET-181025 3","INK","0","6","DS435",\N,"4575","00030201","2020-07-08 13:58:50.547"
"21655","20200312002","0","ET-200325 4","PAPER","1","-1",\N,"1827157034207150380",\N,"00030201","2020-07-08 14:01:19.873"
"21656","20200312002","0","ET-200325 4","INK","1","9","P706N",\N,\N,"00030201","2020-07-08 14:01:19.873"
"21657","20200312002","0","ET-200325 4","PAPER","0","-1",\N,"1827157034207150380",\N,"00030201","2020-07-08 14:01:19.873"
"21658","20200312002","0","ET-200325 4","INK","0","2","020120002",\N,\N,"00030201","2020-07-08 14:01:19.873"
"21659","20200312002","0","ET-200325 4","INK","0","4","DS2002",\N,\N,"00030201","2020-07-08 14:01:19.873"
"21660","20200312002","0","ET-200325 4","INK","0","6","DS461",\N,\N,"00030201","2020-07-08 14:01:19.873"
"21661","20200217002","0","ST-200612 2","PAPER","0","-1",\N,"1062002040006400685",\N,"00030201","2020-07-08 14:05:08.659"
"21662","20200217002","0","ST-200612 2","INK","0","1","020220013",\N,\N,"00030201","2020-07-08 14:05:08.659"
"21663","20200217002","0","ST-200612 2","INK","0","2","002박색15",\N,"4576","00030201","2020-07-08 14:05:08.659"
"21664","20200217002","0","ST-200612 2","INK","0","3","020220009",\N,"4577","00030201","2020-07-08 14:05:08.659"
"21665","20200217002","0","ST-200612 2","INK","0","4","020220015",\N,"4578","00030201","2020-07-08 14:05:08.659"
"21666","20200217002","0","ST-200612 2","INK","0","5","020220014",\N,"4579","00030201","2020-07-08 14:05:08.659"
"21667","20200217002","0","ST-200612 2","INK","0","6","020220016",\N,"4580","00030201","2020-07-08 14:05:08.659"
"21668","20200217002","0","ST-200612 2","INK","0","7","P207N",\N,"4581","00030201","2020-07-08 14:05:08.659"
"21669","20200217002","0","ST-200612 2","INK","0","8","P145",\N,"4582","00030201","2020-07-08 14:05:08.659"
"21691","20200217006","0","ST-200612 6","PAPER","0","-1",\N,"1062002040006400685",\N,"00030201","2020-07-08 14:09:36.368"
"21692","20200217006","0","ST-200612 6","INK","0","1","020220013",\N,\N,"00030201","2020-07-08 14:09:36.368"
"21693","20200217006","0","ST-200612 6","INK","0","2","002박색15",\N,"4583","00030201","2020-07-08 14:09:36.368"
"21694","20200217006","0","ST-200612 6","INK","0","3","020220009",\N,"4584","00030201","2020-07-08 14:09:36.368"
"21695","20200217006","0","ST-200612 6","INK","0","4","020220015",\N,"4585","00030201","2020-07-08 14:09:36.368"
"21696","20200217006","0","ST-200612 6","INK","0","5","020220014",\N,"4586","00030201","2020-07-08 14:09:36.368"
"21697","20200217006","0","ST-200612 6","INK","0","6","020220016",\N,"4587","00030201","2020-07-08 14:09:36.368"
"21698","20200217006","0","ST-200612 6","INK","0","7","P207N",\N,"4588","00030201","2020-07-08 14:09:36.368"
"21699","20200217006","0","ST-200612 6","INK","0","8","P7748",\N,"4589","00030201","2020-07-08 14:09:36.368"
"21721","20200413001","0","ET-200508 2","PAPER","1","-1",\N,"1827157034206850490",\N,"00030201","2020-07-08 14:11:24.936"
"21722","20200413001","0","ET-200508 2","INK","1","7","P706N",\N,\N,"00030201","2020-07-08 14:11:24.936"
"21723","20200413001","0","ET-200508 2","PAPER","0","-1",\N,"1827157034206850490",\N,"00030201","2020-07-08 14:11:24.936"
"21724","20200413001","0","ET-200508 2","INK","0","3","020120002",\N,\N,"00030201","2020-07-08 14:11:24.936"
"21725","20200413001","0","ET-200508 2","INK","0","5","DS2002",\N,\N,"00030201","2020-07-08 14:11:24.936"
"21726","20200413001","0","ET-200508 2","INK","0","6","DS461",\N,\N,"00030201","2020-07-08 14:11:24.936"
"21727","20200217001","0","ST-200612 3","PAPER","0","-1",\N,"1062002040006400685",\N,"00030201","2020-07-08 14:13:34.866"
"21728","20200217001","0","ST-200612 3","INK","0","1","020220013",\N,\N,"00030201","2020-07-08 14:13:34.866"
"21729","20200217001","0","ST-200612 3","INK","0","2","002박색15",\N,"4590","00030201","2020-07-08 14:13:34.866"
"21730","20200217001","0","ST-200612 3","INK","0","3","020220009",\N,"4591","00030201","2020-07-08 14:13:34.866"
"21731","20200217001","0","ST-200612 3","INK","0","4","020220015",\N,"4592","00030201","2020-07-08 14:13:34.866"
"21732","20200217001","0","ST-200612 3","INK","0","5","020220014",\N,"4593","00030201","2020-07-08 14:13:34.866"
"21733","20200217001","0","ST-200612 3","INK","0","6","020220016",\N,"4594","00030201","2020-07-08 14:13:34.866"
"21734","20200217001","0","ST-200612 3","INK","0","7","P207N",\N,"4595","00030201","2020-07-08 14:13:34.866"
"21735","20200217001","0","ST-200612 3","INK","0","8","P110",\N,"4596","00030201","2020-07-08 14:13:34.866"
"21757","20200107004","0","ET-190319 3","PAPER","1","-1",\N,"1044001035004600745",\N,"00030201","2020-07-08 14:13:39.166"
"21758","20200107004","0","ET-190319 3","INK","1","9","P706F",\N,\N,"00030201","2020-07-08 14:13:39.166"
"21759","20200107004","0","ET-190319 3","PAPER","0","-1",\N,"1044001035004600745",\N,"00030201","2020-07-08 14:13:39.166"
"21760","20200107004","0","ET-190319 3","INK","0","3","020220009",\N,"4597","00030201","2020-07-08 14:13:39.166"
"21761","20200107004","0","ET-190319 3","INK","0","5","P727F",\N,"4598","00030201","2020-07-08 14:13:39.166"
"21762","20200107004","0","ET-190319 3","INK","0","6","P2043",\N,"4599","00030201","2020-07-08 14:13:39.166"
"21772","20191208008","0","ET-191120 9","PAPER","1","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 14:15:51.474"
"21773","20191208008","0","ET-191120 9","INK","1","8","P706F",\N,\N,"00030201","2020-07-08 14:15:51.474"
"21774","20191208008","0","ET-191120 9","PAPER","0","-1",\N,"1953001035007200490",\N,"00030201","2020-07-08 14:15:51.474"
"21775","20191208008","0","ET-191120 9","INK","0","3","020220009",\N,"4600","00030201","2020-07-08 14:15:51.474"
"21776","20191208008","0","ET-191120 9","INK","0","5","P719L",\N,"4601","00030201","2020-07-08 14:15:51.474"
"21777","20191208008","0","ET-191120 9","INK","0","6","P9263",\N,"4602","00030201","2020-07-08 14:15:51.474"
"21787","20200217003","0","ST-200612 1","PAPER","0","-1",\N,"1062002040006400685",\N,"00030201","2020-07-08 14:18:18.049"
"21788","20200217003","0","ST-200612 1","INK","0","1","020220013",\N,\N,"00030201","2020-07-08 14:18:18.049"
"21789","20200217003","0","ST-200612 1","INK","0","2","002박색15",\N,"4603","00030201","2020-07-08 14:18:18.049"
"21790","20200217003","0","ST-200612 1","INK","0","3","020220009",\N,"4604","00030201","2020-07-08 14:18:18.049"
"21791","20200217003","0","ST-200612 1","INK","0","4","020220015",\N,"4605","00030201","2020-07-08 14:18:18.049"
"21792","20200217003","0","ST-200612 1","INK","0","5","020220014",\N,"4606","00030201","2020-07-08 14:18:18.049"
"21793","20200217003","0","ST-200612 1","INK","0","6","020220016",\N,"4607","00030201","2020-07-08 14:18:18.049"
"21794","20200217003","0","ST-200612 1","INK","0","7","P207N",\N,"4608","00030201","2020-07-08 14:18:18.049"
"21795","20200217003","0","ST-200612 1","INK","0","8","P2320A",\N,"4609","00030201","2020-07-08 14:18:18.049"
"21817","20200302001","0","ET-200218 1","PAPER","1","-1",\N,"1044001035004600745",\N,"00030201","2020-07-08 14:18:21.747"
"21818","20200302001","0","ET-200218 1","INK","1","9","P706F",\N,\N,"00030201","2020-07-08 14:18:21.747"
"21819","20200302001","0","ET-200218 1","PAPER","0","-1",\N,"1044001035004600745",\N,"00030201","2020-07-08 14:18:21.747"
"21820","20200302001","0","ET-200218 1","INK","0","3","020220009",\N,"4610","00030201","2020-07-08 14:18:21.747"
"21821","20200302001","0","ET-200218 1","INK","0","4","P7510C",\N,"4611","00030201","2020-07-08 14:18:21.747"
"21822","20200302001","0","ET-200218 1","INK","0","5","DIC2043B",\N,"4612","00030201","2020-07-08 14:18:21.747"
"21832","20191212011","0","ET-191128 3","PAPER","1","-1",\N,"1953001035006850460",\N,"00030201","2020-07-08 14:21:28.132"
"21833","20191212011","0","ET-191128 3","INK","1","9","P706F",\N,"4613","00030201","2020-07-08 14:21:28.132"
"21834","20191212011","0","ET-191128 3","PAPER","0","-1",\N,"1953001035006850460",\N,"00030201","2020-07-08 14:21:28.132"
"21835","20191212011","0","ET-191128 3","INK","0","3","020220009",\N,"4614","00030201","2020-07-08 14:21:28.132"
"21836","20191212011","0","ET-191128 3","INK","0","4","P927",\N,"4615","00030201","2020-07-08 14:21:28.132"
"21837","20191212011","0","ET-191128 3","INK","0","6","P9263",\N,"4616","00030201","2020-07-08 14:21:28.132"
"21850","20200217005","0","ST-200612 5","PAPER","0","-1",\N,"1062002040006400685",\N,"00030201","2020-07-08 14:24:01.259"
"21851","20200217005","0","ST-200612 5","INK","0","1","020220013",\N,\N,"00030201","2020-07-08 14:24:01.259"
"21852","20200217005","0","ST-200612 5","INK","0","2","002박색15",\N,"4617","00030201","2020-07-08 14:24:01.259"
"21853","20200217005","0","ST-200612 5","INK","0","3","020220009",\N,"4618","00030201","2020-07-08 14:24:01.259"
"21854","20200217005","0","ST-200612 5","INK","0","4","020220015",\N,"4619","00030201","2020-07-08 14:24:01.259"
"21855","20200217005","0","ST-200612 5","INK","0","5","020220014",\N,"4620","00030201","2020-07-08 14:24:01.259"
"21856","20200217005","0","ST-200612 5","INK","0","6","020220016",\N,"4621","00030201","2020-07-08 14:24:01.259"
"21857","20200217005","0","ST-200612 5","INK","0","7","P207N",\N,"4622","00030201","2020-07-08 14:24:01.259"
"21858","20200217005","0","ST-200612 5","INK","0","8","P221B",\N,"4623","00030201","2020-07-08 14:24:01.259"
"21880","20190823007","0","SH-190813 1B","PAPER","0","-1",\N,"1042001014004850585",\N,"00030201","2020-07-08 14:26:36.903"
"21881","20190823007","0","SH-190813 1B","INK","0","3","020220009",\N,"4624","00030201","2020-07-08 14:26:36.903"
"21882","20190823007","0","SH-190813 1B","INK","0","7","P2995E",\N,"4625","00030201","2020-07-08 14:26:36.903"
"21889","20200325002","0","ET-200225 1","PAPER","0","-1",\N,"1953001030006300415",\N,"00030201","2020-07-08 14:27:04.956"
"21890","20200325002","0","ET-200225 1","INK","0","2","P191U",\N,"4626","00030201","2020-07-08 14:27:04.956"
"21891","20200325002","0","ET-200225 1","INK","0","3","DIC328B",\N,"4627","00030201","2020-07-08 14:27:04.956"
"21892","20200325002","0","ET-200225 1","INK","0","4","020220015",\N,"4628","00030201","2020-07-08 14:27:04.956"
"21893","20200325002","0","ET-200225 1","INK","0","5","020220014",\N,"4629","00030201","2020-07-08 14:27:04.956"
"21894","20200325002","0","ET-200225 1","INK","0","6","P481A",\N,"4630","00030201","2020-07-08 14:27:04.956"
"21895","20200325002","0","ET-200225 1","INK","0","7","020220016",\N,"4631","00030201","2020-07-08 14:27:04.956"
"21914","20190823008","0","SH-190813 1C","PAPER","0","-1",\N,"1016001035006100530",\N,"00030201","2020-07-08 14:27:59.549"
"21915","20190823008","0","SH-190813 1C","INK","0","7","P2995E",\N,"4632","00030201","2020-07-08 14:27:59.549"
"21919","20200423006","0","ET-200402 3","PAPER","0","-1",\N,"1953001035004400535",\N,"00030201","2020-07-08 14:29:51.547"
"21920","20200423006","0","ET-200402 3","INK","0","2","P191V",\N,"4633","00030201","2020-07-08 14:29:51.547"
"21921","20200423006","0","ET-200402 3","INK","0","3","020220009",\N,"4634","00030201","2020-07-08 14:29:51.547"
"21922","20200423006","0","ET-200402 3","INK","0","4","P2015B",\N,"4635","00030201","2020-07-08 14:29:51.547"
"21923","20200423006","0","ET-200402 3","INK","0","5","P9280B",\N,"4636","00030201","2020-07-08 14:29:51.547"
"21924","20200423006","0","ET-200402 3","INK","0","6","P482K",\N,"4637","00030201","2020-07-08 14:29:51.547"
"21940","20200423005","0","ET-200402 2","PAPER","0","-1",\N,"1953001035004400535",\N,"00030201","2020-07-08 14:32:38.149"
"21941","20200423005","0","ET-200402 2","INK","0","2","P191V",\N,"4638","00030201","2020-07-08 14:32:38.149"
"21942","20200423005","0","ET-200402 2","INK","0","3","020220009",\N,"4639","00030201","2020-07-08 14:32:38.149"
"21943","20200423005","0","ET-200402 2","INK","0","4","DIC2041B",\N,"4640","00030201","2020-07-08 14:32:38.149"
"21944","20200423005","0","ET-200402 2","INK","0","5","P9280B",\N,"4641","00030201","2020-07-08 14:32:38.149"
"21945","20200423005","0","ET-200402 2","INK","0","6","P482K",\N,"4642","00030201","2020-07-08 14:32:38.149"
"21961","20190823005","0","SH-190813 3","PAPER","1","-1",\N,"1016001035007150435",\N,"00030201","2020-07-08 14:35:20.966"
"21962","20190823005","0","SH-190813 3","INK","1","1","P2935N",\N,"4643","00030201","2020-07-08 14:35:20.966"
"21963","20190823005","0","SH-190813 3","PAPER","0","-1",\N,"1016001035007150435",\N,"00030201","2020-07-08 14:35:20.966"
"21964","20190823005","0","SH-190813 3","INK","0","1","P4M",\N,"4644","00030201","2020-07-08 14:35:20.966"
"21965","20190823005","0","SH-190813 3","INK","0","6","020220016",\N,"4645","00030201","2020-07-08 14:35:20.966"
"21966","20190823005","0","SH-190813 3","INK","0","7","P2935M",\N,"4646","00030201","2020-07-08 14:35:20.966"
"21967","20190823005","0","SH-190813 3","INK","0","8","P2995E",\N,"4647","00030201","2020-07-08 14:35:20.966"
"21983","20200423007","0","ET-200402 5","PAPER","0","-1",\N,"1953001035004400535",\N,"00030201","2020-07-08 14:35:44.933"
"21984","20200423007","0","ET-200402 5","INK","0","2","P191V",\N,"4648","00030201","2020-07-08 14:35:44.933"
"21985","20200423007","0","ET-200402 5","INK","0","3","020220009",\N,"4649","00030201","2020-07-08 14:35:44.933"
"21986","20200423007","0","ET-200402 5","INK","0","4","P156G",\N,"4650","00030201","2020-07-08 14:35:44.933"
"21987","20200423007","0","ET-200402 5","INK","0","5","P9280B",\N,"4651","00030201","2020-07-08 14:35:44.933"
"21988","20200423007","0","ET-200402 5","INK","0","6","P482K",\N,"4652","00030201","2020-07-08 14:35:44.933"
"22004","20200423004","0","ET-200402 1","PAPER","0","-1",\N,"1953001035004400535",\N,"00030201","2020-07-08 14:38:13.559"
"22005","20200423004","0","ET-200402 1","INK","0","2","P191V",\N,"4653","00030201","2020-07-08 14:38:13.559"
"22006","20200423004","0","ET-200402 1","INK","0","3","020220009",\N,"4654","00030201","2020-07-08 14:38:13.559"
"22007","20200423004","0","ET-200402 1","INK","0","4","DIC2041C",\N,"4655","00030201","2020-07-08 14:38:13.559"
"22008","20200423004","0","ET-200402 1","INK","0","5","P9280B",\N,"4656","00030201","2020-07-08 14:38:13.559"
"22009","20200423004","0","ET-200402 1","INK","0","6","P482K",\N,"4657","00030201","2020-07-08 14:38:13.559"
"22025","20200423003","0","ET-200402 4","PAPER","0","-1",\N,"1953001035004400535",\N,"00030201","2020-07-08 14:41:22.813"
"22026","20200423003","0","ET-200402 4","INK","0","2","P191V",\N,"4658","00030201","2020-07-08 14:41:22.813"
"22027","20200423003","0","ET-200402 4","INK","0","3","020220009",\N,"4659","00030201","2020-07-08 14:41:22.813"
"22028","20200423003","0","ET-200402 4","INK","0","4","P719L",\N,"4660","00030201","2020-07-08 14:41:22.813"
"22029","20200423003","0","ET-200402 4","INK","0","5","P9280B",\N,"4661","00030201","2020-07-08 14:41:22.813"
"22030","20200423003","0","ET-200402 4","INK","0","6","P482K",\N,"4662","00030201","2020-07-08 14:41:22.813"
"22046","20200518003","0","ET-200603 2","PAPER","0","-1",\N,"1953001035006700364",\N,"00030201","2020-07-08 14:44:01.14"
"22047","20200518003","0","ET-200603 2","INK","0","2","P191V",\N,"4663","00030201","2020-07-08 14:44:01.14"
"22048","20200518003","0","ET-200603 2","INK","0","3","020220009",\N,"4664","00030201","2020-07-08 14:44:01.14"
"22049","20200518003","0","ET-200603 2","INK","0","5","P9280B",\N,"4665","00030201","2020-07-08 14:44:01.14"
"22050","20200518003","0","ET-200603 2","INK","0","6","DS7611",\N,"4666","00030201","2020-07-08 14:44:01.14"
"22063","20200518002","0","ET-200603 3","PAPER","0","-1",\N,"1953001035006700364",\N,"00030201","2020-07-08 14:46:43.139"
"22064","20200518002","0","ET-200603 3","INK","0","2","P191V",\N,"4667","00030201","2020-07-08 14:46:43.139"
"22065","20200518002","0","ET-200603 3","INK","0","3","020220009",\N,"4668","00030201","2020-07-08 14:46:43.139"
"22066","20200518002","0","ET-200603 3","INK","0","5","P9280B",\N,"4669","00030201","2020-07-08 14:46:43.139"
"22067","20200518002","0","ET-200603 3","INK","0","6","DS7611",\N,"4670","00030201","2020-07-08 14:46:43.139"
"22080","20200518004","0","ET-200603 1","PAPER","0","-1",\N,"1953001035006700364",\N,"00030201","2020-07-08 14:48:50.473"
"22081","20200518004","0","ET-200603 1","INK","0","2","P191V",\N,"4671","00030201","2020-07-08 14:48:50.473"
"22082","20200518004","0","ET-200603 1","INK","0","3","020220009",\N,"4672","00030201","2020-07-08 14:48:50.473"
"22083","20200518004","0","ET-200603 1","INK","0","5","P9280B",\N,"4673","00030201","2020-07-08 14:48:50.473"
"22084","20200518004","0","ET-200603 1","INK","0","6","DS7611",\N,"4674","00030201","2020-07-08 14:48:50.473"
"22097","20190923009","0","UI-190911 1","PAPER","1","-1",\N,"1012096028006500364",\N,"00030201","2020-07-08 14:50:41.094"
"22098","20190923009","0","UI-190911 1","INK","1","1","P220A",\N,"4675","00030201","2020-07-08 14:50:41.094"
"22099","20190923009","0","UI-190911 1","PAPER","0","-1",\N,"1012096028006500364",\N,"00030201","2020-07-08 14:50:41.094"
