SPECTROID,WIDTH,HEIGHT,WEIGHT,PAPER_SPECR_01,PAPER_SPECR_02,PAPER_SPECR_03,PAPER_SPECR_04,PAPER_SPECR_05,PAPER_SPECR_06,PAPER_SPECR_07,PAPER_SPECR_08,PAPER_SPECR_09,PAPER_SPECR_10,PAPER_SPECR_11,PAPER_SPECR_12,PAPER_SPECR_13,PAPER_SPECR_14,PAPER_SPECR_15,PAPER_SPECR_16,PAPER_SPECR_17,PAPER_SPECR_18,PAPER_SPECR_19,PAPER_SPECR_20,PAPER_SPECR_21,PAPER_SPECR_22,PAPER_SPECR_23,PAPER_SPECR_24,PAPER_SPECR_25,PAPER_SPECR_26,PAPER_SPECR_27,PAPER_SPECR_28,PAPER_SPECR_29,PAPER_SPECR_30,PAPER_SPECR_31,PAPER_SPECD_01,PAPER_SPECD_02,PAPER_SPECD_03,PAPER_SPECD_04,PAPER_SPECD_05,PAPER_SPECD_06,PAPER_SPECD_07,PAPER_SPECD_08,PAPER_SPECD_09,PAPER_SPECD_10,PAPER_SPECD_11,PAPER_SPECD_12,PAPER_SPECD_13,PAPER_SPECD_14,PAPER_SPECD_15,PAPER_SPECD_16,PAPER_SPECD_17,PAPER_SPECD_18,PAPER_SPECD_19,PAPER_SPECD_20,PAPER_SPECD_21,PAPER_SPECD_22,PAPER_SPECD_23,PAPER_SPECD_24,PAPER_SPECD_25,PAPER_SPECD_26,PAPER_SPECD_27,PAPER_SPECD_28,PAPER_SPECD_29,PAPER_SPECD_30,PAPER_SPECD_31,LAB_L,LAB_A,LAB_B,20120002,20120007,20120010,20220008,20220009,20220016,20220025,20220015,20220013,20220056,20220014,20120020,20120015,20120021,20120014,20120023,20120037,20220004,20220005,20220021,20220022,20220023,20120019,35120006,35120005,35120003,20120008,20120017,20120009,20220017,20120022,20120028,20120001,20120006,20120005,20120027,20220018,20120035,20220010,35120018,DS244(주문?�크),20220012,20220027,20220006,20120054,20120036,20220007,20120062,20120004,20120040,20220024,20120039,20120059,35120002,35120029,123,SPECR_01,SPECR_02,SPECR_03,SPECR_04,SPECR_05,SPECR_06,SPECR_07,SPECR_08,SPECR_09,SPECR_10,SPECR_11,SPECR_12,SPECR_13,SPECR_14,SPECR_15,SPECR_16,SPECR_17,SPECR_18,SPECR_19,SPECR_20,SPECR_21,SPECR_22,SPECR_23,SPECR_24,SPECR_25,SPECR_26,SPECR_27,SPECR_28,SPECR_29,SPECR_30,SPECR_31
6117,364,545,400,15.9147,37.6363,74.2356,98.6332,105.313,102.168,97.8437,95.0336,92.967,91.2233,90.1167,89.2998,88.6928,88.1643,87.8454,87.4338,87.1685,87.2368,87.5345,88.0035,88.4322,89.1281,90.2212,91.2299,91.9734,92.8081,92.894,92.7199,92.6195,92.7696,93.1381,0.7982,0.4244,0.1294,0.005977,0.0,0.0,0.009467,0.02212,0.03167,0.03989,0.04519,0.04915,0.05211,0.05471,0.05628,0.05832,0.05964,0.0593,0.05782,0.0555,0.05339,0.04999,0.04469,0.03986,0.03634,0.03241,0.03201,0.03283,0.0333,0.03259,0.03087,47.816,37.9893,5.5463,0,0,0,1300,350,400,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6166,9.216,13.6704,16.3414,16.9248,16.1752,14.6898,13.049,11.6573,10.5772,9.876,9.4941,9.1938,8.995,9.0955,9.5202,10.0162,10.7587,15.0522,24.3987,31.819,35.553,37.4252,38.8201,40.0329,41.4114,42.5486,43.5879,44.5374,45.6105,46.7745
7232,480,830,375,20.3493,43.2821,78.5868,100.616,105.924,102.907,98.8255,96.0552,93.9845,92.245,91.1691,90.2778,89.7354,89.2155,88.8396,88.4117,88.2079,88.2294,88.4721,88.8085,89.2508,89.871,90.9868,91.8631,92.6174,93.3834,93.5469,93.4182,93.4369,93.5504,93.7294,0.6915,0.3637,0.1047,0.0,0.0,0.0,0.005131,0.01748,0.02694,0.03506,0.04015,0.04442,0.04704,0.04956,0.05139,0.05349,0.05449,0.05439,0.05319,0.05155,0.04939,0.04638,0.04102,0.03686,0.03331,0.02973,0.02897,0.02957,0.02948,0.02895,0.02812,92.2695,2.7093,0.2529,0,0,0,12,16,50,3000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.901,35.8869,64.7743,82.6258,86.9397,85.0991,82.5449,80.3075,78.9145,78.9224,80.0023,80.5432,80.4215,79.9233,79.5709,79.5527,80.1397,81.0922,81.8414,82.4231,82.8658,83.5265,84.6438,85.694,86.5783,87.5916,87.9337,88.0346,88.1397,88.3869,88.748
7234,480,830,375,17.3702,40.0114,76.5087,100.101,106.044,102.949,98.7308,95.7692,93.5714,91.6985,90.5148,89.5379,88.9069,88.3551,87.9028,87.4356,87.1957,87.2499,87.4912,87.9137,88.3338,89.0524,90.2061,91.1987,91.9475,92.8366,92.9576,92.8637,92.8099,92.9207,93.1678,0.7602,0.3978,0.1163,0.0,0.0,0.0,0.005547,0.01877,0.02886,0.03764,0.04328,0.04799,0.05106,0.05377,0.056,0.05831,0.0595,0.05923,0.05804,0.05594,0.05387,0.05035,0.04476,0.04001,0.03646,0.03228,0.03172,0.03215,0.03241,0.03189,0.03073,31.6908,0.6451,-3.9793,0,0,0,0,1000,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1044,5.917,7.1641,8.0398,8.3026,8.2428,8.1018,8.0626,8.0548,7.9305,7.7721,7.5955,7.3746,7.154,6.9086,6.7195,6.5735,6.4922,6.5158,6.5801,6.6623,6.7496,6.9253,7.1455,7.4193,7.7329,8.0587,8.3778,8.7158,9.0568,9.3718
7239,480,830,375,17.3702,40.0114,76.5087,100.101,106.044,102.949,98.7308,95.7692,93.5714,91.6985,90.5148,89.5379,88.9069,88.3551,87.9028,87.4356,87.1957,87.2499,87.4912,87.9137,88.3338,89.0524,90.2061,91.1987,91.9475,92.8366,92.9576,92.8637,92.8099,92.9207,93.1678,0.7602,0.3978,0.1163,0.0,0.0,0.0,0.005547,0.01877,0.02886,0.03764,0.04328,0.04799,0.05106,0.05377,0.056,0.05831,0.0595,0.05923,0.05804,0.05594,0.05387,0.05035,0.04476,0.04001,0.03646,0.03228,0.03172,0.03215,0.03241,0.03189,0.03073,90.797,2.9241,2.515,0,0,0,12,16,50,3000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0193,32.0115,59.0318,76.0515,80.1101,78.612,76.2589,74.2748,73.0384,73.5954,75.4525,76.6122,76.7728,76.2592,75.9565,76.0713,77.047,78.2297,79.2106,79.7103,80.2553,80.8076,82.136,83.1654,84.3985,85.491,86.2566,86.3438,86.6839,87.0313,87.3625
7262,500,840,375,18.1079,40.3375,76.0254,99.6671,105.705,102.815,98.6998,95.8021,93.6421,91.8169,90.6575,89.7234,89.153,88.6187,88.1923,87.7304,87.5395,87.592,87.9055,88.3274,88.8406,89.5521,90.7512,91.7019,92.5209,93.3493,93.533,93.4117,93.4086,93.5288,93.7425,0.7421,0.3943,0.119,0.001448,0.0,0.0,0.005684,0.01862,0.02853,0.03708,0.0426,0.04709,0.04986,0.05247,0.05457,0.05685,0.0578,0.05754,0.05598,0.0539,0.05139,0.04792,0.04215,0.03762,0.03376,0.02989,0.02904,0.0296,0.02961,0.02905,0.02806,31.6134,13.3797,8.2572,0,0,0,1080,1000,1200,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9893,4.1007,4.7576,5.2612,5.3539,5.2514,5.0446,4.8249,4.7153,4.7275,4.8271,4.9323,4.9618,4.9396,4.9712,5.3054,6.0159,7.035,8.2169,9.214,9.6992,9.9558,10.2491,10.6026,11.0355,11.5456,12.0953,12.5995,13.1251,13.6895,14.2642
7268,500,840,375,15.9298,37.4858,73.5739,98.3956,105.097,102.195,98.0095,95.0221,92.8318,90.9726,89.8082,88.8522,88.2473,87.6657,87.211,86.7736,86.5759,86.6593,86.8956,87.3411,87.8089,88.584,89.8085,90.9262,91.7892,92.7831,92.9871,92.9166,92.8761,93.0192,93.3168,0.7978,0.4261,0.1333,0.007024,0.0,0.0,0.008732,0.02218,0.0323,0.04109,0.04668,0.05133,0.0543,0.05717,0.05943,0.06161,0.0626,0.06218,0.061,0.05878,0.05646,0.05264,0.04668,0.04131,0.03721,0.03253,0.03158,0.03191,0.0321,0.03143,0.03004,30.5759,12.6123,7.6047,0,0,0,1080,1000,1200,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.191,4.183,4.619,4.9642,5.1035,5.0176,4.8117,4.6187,4.4903,4.4908,4.5751,4.6727,4.7154,4.7015,4.7397,5.0252,5.6544,6.5955,7.6548,8.5525,8.9693,9.2045,9.4394,9.7733,10.1553,10.6466,11.1119,11.5756,12.0037,12.4774,12.9675
7313,788,460,375,19.2679,42.0403,77.7584,101.439,107.767,104.718,100.675,97.5583,95.3735,93.651,92.4484,91.4932,90.9666,90.4391,89.949,89.4278,89.3473,89.3333,89.5486,89.9604,90.4236,91.208,92.4738,93.5179,94.4157,95.4492,95.7469,95.7318,95.7517,95.8748,96.0695,0.7152,0.3763,0.1093,0.0,0.0,0.0,0.0,0.01074,0.02057,0.02849,0.0341,0.03861,0.04112,0.04364,0.046,0.04853,0.04892,0.04899,0.04794,0.04595,0.04372,0.03997,0.03398,0.02911,0.02496,0.02023,0.01888,0.01894,0.01885,0.0183,0.01741,84.0338,8.2409,17.1724,0,0,0,210,172,968,3000,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7313,23.602,37.9558,46.1439,47.9988,47.7166,47.2857,46.2732,46.0371,48.5169,53.0189,56.4427,57.7676,57.8716,58.1173,59.4849,62.497,66.2529,69.8408,72.5767,73.8142,74.7982,75.9546,77.1527,78.2492,79.5538,80.2669,80.7534,80.9488,81.3137,81.813
7315,788,460,375,17.433,39.8094,76.2238,100.706,107.248,104.357,100.15,97.0735,94.7775,93.2257,92.0589,91.2404,90.672,90.142,89.6586,89.1014,89.0918,88.9883,89.3065,89.6374,90.1777,90.866,92.214,93.0077,93.94,94.7541,95.1598,95.054,95.2456,95.4019,95.4949,0.7586,0.4,0.1179,0.0,0.0,0.0,0.0,0.0129,0.02329,0.03046,0.03593,0.03981,0.04253,0.04507,0.04741,0.05012,0.05016,0.05067,0.04912,0.04751,0.0449,0.0416,0.0352,0.03148,0.02715,0.0234,0.02155,0.02203,0.02116,0.02044,0.02002,48.4031,43.1558,15.763,0,0,0,780,70,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.203,8.2098,11.3689,13.2598,13.4736,12.436,10.7641,9.2617,8.1273,7.2748,6.7874,6.71,6.8175,6.9768,7.2915,8.051,9.6963,12.6612,18.9807,28.7284,35.6321,39.0133,40.9072,42.2582,43.6223,45.0947,46.4785,47.5857,48.6935,49.6677,50.4797
7316,788,460,375,17.433,39.8094,76.2238,100.706,107.248,104.357,100.15,97.0735,94.7775,93.2257,92.0589,91.2404,90.672,90.142,89.6586,89.1014,89.0918,88.9883,89.3065,89.6374,90.1777,90.866,92.214,93.0077,93.94,94.7541,95.1598,95.054,95.2456,95.4019,95.4949,0.7586,0.4,0.1179,0.0,0.0,0.0,0.0,0.0129,0.02329,0.03046,0.03593,0.03981,0.04253,0.04507,0.04741,0.05012,0.05016,0.05067,0.04912,0.04751,0.0449,0.0416,0.0352,0.03148,0.02715,0.0234,0.02155,0.02203,0.02116,0.02044,0.02002,37.8969,1.2763,-5.3054,0,0,0,0,1000,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347,7.7817,10.0304,11.747,12.421,12.3534,12.1119,11.9704,11.8893,11.6752,11.3718,11.0053,10.6207,10.2302,9.8596,9.6027,9.4338,9.3332,9.3622,9.4925,9.6533,9.8302,10.1055,10.4465,10.8641,11.3535,11.8466,12.3142,12.818,13.344,13.8627
7321,788,460,375,17.433,39.8094,76.2238,100.706,107.248,104.357,100.15,97.0735,94.7775,93.2257,92.0589,91.2404,90.672,90.142,89.6586,89.1014,89.0918,88.9883,89.3065,89.6374,90.1777,90.866,92.214,93.0077,93.94,94.7541,95.1598,95.054,95.2456,95.4019,95.4949,0.7586,0.4,0.1179,0.0,0.0,0.0,0.0,0.0129,0.02329,0.03046,0.03593,0.03981,0.04253,0.04507,0.04741,0.05012,0.05016,0.05067,0.04912,0.04751,0.0449,0.0416,0.0352,0.03148,0.02715,0.0234,0.02155,0.02203,0.02116,0.02044,0.02002,88.999,6.9259,39.3978,0,0,0,104,0,1220,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1225,18.1887,27.8745,33.3239,34.3663,34.4073,34.6993,34.4117,34.9387,39.5031,49.223,59.5702,65.0387,66.6359,67.8301,70.3103,75.0978,80.6279,84.6912,86.6074,87.5648,88.3608,89.6511,90.5967,91.6248,92.498,92.9177,92.7917,92.7235,92.8086,93.0217
7437,415,585,375,21.9185,45.8976,82.1638,101.414,104.367,100.43,96.3064,93.7668,92.1057,90.6167,89.3696,88.2777,87.4872,86.81,86.0106,85.2621,84.9727,84.8651,84.8085,84.7362,84.4348,84.3596,84.5685,84.7884,85.29,86.5056,87.5702,88.8426,90.0938,91.1712,92.0438,0.6592,0.3382,0.08532,0.0,0.0,0.0,0.01635,0.02795,0.03571,0.04279,0.04881,0.05415,0.05806,0.06143,0.06545,0.06924,0.07072,0.07127,0.07156,0.07193,0.07348,0.07387,0.07279,0.07166,0.0691,0.06296,0.05764,0.05138,0.04531,0.04014,0.03601,39.7599,-8.7854,-7.7247,0,0,0,0,580,188,1000,500,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6896,8.8094,11.7157,13.4709,14.1487,14.2821,14.2573,14.2684,14.4106,14.7243,15.0496,14.9692,14.3964,13.5553,12.5718,11.5455,10.4353,9.4848,8.9541,8.7276,8.4813,8.299,8.3425,8.5279,8.8345,9.3882,10.0283,10.4648,10.6014,10.5509,10.2829
7438,415,585,375,21.9185,45.8976,82.1638,101.414,104.367,100.43,96.3064,93.7668,92.1057,90.6167,89.3696,88.2777,87.4872,86.81,86.0106,85.2621,84.9727,84.8651,84.8085,84.7362,84.4348,84.3596,84.5685,84.7884,85.29,86.5056,87.5702,88.8426,90.0938,91.1712,92.0438,0.6592,0.3382,0.08532,0.0,0.0,0.0,0.01635,0.02795,0.03571,0.04279,0.04881,0.05415,0.05806,0.06143,0.06545,0.06924,0.07072,0.07127,0.07156,0.07193,0.07348,0.07387,0.07279,0.07166,0.0691,0.06296,0.05764,0.05138,0.04531,0.04014,0.03601,81.2441,-14.5483,-13.4901,0,0,0,0,0,56,2000,160,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4572,34.5091,60.3515,74.8452,78.2429,77.2335,75.6664,74.2878,73.7485,74.8298,76.8039,76.8961,74.6958,71.3471,67.2995,62.1984,56.1645,51.0093,48.5808,47.6892,46.0887,44.6655,44.3209,44.5287,45.2948,47.3365,49.7651,51.3219,51.4087,50.6289,48.9444
7455,610,445,300,14.6739,38.6688,79.7273,102.69,105.971,101.413,96.4968,93.3613,91.1398,89.2961,87.9623,86.828,86.0359,85.1334,84.2413,83.4364,83.0875,82.9417,83.0083,83.3977,83.9633,85.331,87.3733,89.3956,91.1107,92.8453,93.764,94.4193,94.7816,94.8609,94.624,0.8335,0.4126,0.09839,0.0,0.0,0.0,0.01549,0.02983,0.04029,0.04917,0.0557,0.06134,0.06532,0.0699,0.07448,0.07864,0.08046,0.08123,0.08088,0.07885,0.07591,0.06889,0.05862,0.04868,0.04043,0.03224,0.02796,0.02494,0.02328,0.02291,0.024,41.8176,7.7513,8.672,0,0,0,0,1000,1488,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8877,6.0498,8.0689,9.1048,9.2614,9.2754,9.3604,9.34,9.4736,10.3796,11.9067,12.8041,12.5394,11.9629,11.4834,10.882,9.9776,9.3464,10.827,13.7266,15.3438,16.1553,16.8343,17.6119,18.4496,19.3951,20.3248,21.229,22.0331,22.8515,23.6532
8510,710,515,350,42.0761,59.1643,83.5124,97.4378,100.041,97.8286,95.4644,93.8218,93.0646,92.4055,91.9329,91.6521,91.5504,91.4447,91.4257,91.3985,91.5483,91.7418,92.1931,92.7961,93.1586,93.5544,93.9729,94.2203,94.5876,95.5297,95.992,96.5109,96.814,96.9016,96.7376,0.376,0.2279,0.07825,0.01127,0.0,0.009534,0.02016,0.0277,0.03122,0.0343,0.03653,0.03786,0.03834,0.03884,0.03893,0.03906,0.03835,0.03743,0.0353,0.03247,0.03078,0.02894,0.027,0.02586,0.02417,0.01986,0.01777,0.01542,0.01406,0.01367,0.0144,73.499,26.5914,24.6536,0,28,0,0,0,0,0,0,0,0,0,0,705,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9286,18.6963,23.1041,25.2507,25.8265,26.3884,26.9039,27.3076,28.8996,32.3873,35.4872,36.1088,35.5461,34.6096,33.9274,34.1314,35.0404,37.4481,46.6511,61.3141,71.0341,75.6256,77.5855,78.5063,79.3068,80.8963,82.3946,83.4169,83.5637,83.0412,81.8143
8614,450,650,350,40.5403,58.7149,84.0118,97.7454,100.045,97.6125,94.9222,93.4112,92.5481,91.7474,91.4226,91.1787,91.0436,90.9268,91.171,91.2508,91.2286,91.5217,92.0599,92.7107,93.0341,93.2817,93.6251,93.9936,94.3871,95.1203,95.3254,95.5569,95.7571,95.9469,96.0931,0.3921,0.2313,0.07566,0.009904,0.0,0.01049,0.02263,0.0296,0.03363,0.03741,0.03895,0.04011,0.04075,0.04131,0.04014,0.03976,0.03987,0.03848,0.03593,0.03287,0.03136,0.0302,0.02861,0.0269,0.02509,0.02173,0.02079,0.01974,0.01883,0.01797,0.01731,71.2869,30.1054,29.068,0,28,0,0,0,0,0,0,0,0,0,0,705,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4506,14.7956,18.6351,20.2266,20.6605,21.3071,22.0304,22.5759,24.2961,27.8195,30.8553,31.3385,30.3812,29.1942,29.045,30.1707,31.6373,34.4004,44.3958,60.0558,70.0695,74.4527,76.2739,77.1763,77.9421,79.4783,80.7982,81.6065,81.6165,81.1488,80.1711
8615,450,650,350,40.5403,58.7149,84.0118,97.7454,100.045,97.6125,94.9222,93.4112,92.5481,91.7474,91.4226,91.1787,91.0436,90.9268,91.171,91.2508,91.2286,91.5217,92.0599,92.7107,93.0341,93.2817,93.6251,93.9936,94.3871,95.1203,95.3254,95.5569,95.7571,95.9469,96.0931,0.3921,0.2313,0.07566,0.009904,0.0,0.01049,0.02263,0.0296,0.03363,0.03741,0.03895,0.04011,0.04075,0.04131,0.04014,0.03976,0.03987,0.03848,0.03593,0.03287,0.03136,0.0302,0.02861,0.0269,0.02509,0.02173,0.02079,0.01974,0.01883,0.01797,0.01731,83.363,16.0839,10.767,13,0,0,0,0,0,0,0,0,0,0,0,40,83,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,19.2464,30.3279,45.5074,53.2706,54.8055,53.9704,52.388,50.9462,50.0953,49.9079,50.0991,50.3441,50.6564,51.0001,51.9623,54.3066,59.2751,66.6584,73.1338,76.7757,78.2051,78.937,79.5776,80.0679,80.6309,81.5014,81.8744,82.2598,82.6316,82.9916,83.3186
8640,535,785,350,35.6274,55.6891,83.5948,98.0688,100.466,97.7061,94.7753,93.1784,92.267,91.4173,91.0756,90.8046,90.7521,90.6964,90.9079,91.0668,91.0359,91.3868,91.8375,92.4797,92.7589,93.1191,93.4545,93.8499,94.1098,94.9392,95.0736,95.3949,95.5049,95.6358,95.7534,0.4482,0.2542,0.07782,0.008469,0.0,0.01008,0.0233,0.03068,0.03495,0.03897,0.0406,0.04189,0.04214,0.04241,0.0414,0.04064,0.04079,0.03912,0.03698,0.03395,0.03264,0.03096,0.0294,0.02757,0.02637,0.02255,0.02194,0.02047,0.01997,0.01938,0.01885,70.4099,31.6324,29.0174,0,28,0,0,0,0,0,0,0,0,0,0,705,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0482,13.6182,17.575,19.2778,19.9278,20.6417,21.4118,21.9683,23.5943,26.7746,29.2867,29.5715,28.7763,27.7854,27.6201,28.6508,30.0553,32.6687,42.6402,58.8492,69.4026,74.1715,76.0594,77.0176,77.6578,79.2225,80.5049,81.4338,81.4419,80.9387,79.8951
8641,535,785,350,35.6274,55.6891,83.5948,98.0688,100.466,97.7061,94.7753,93.1784,92.267,91.4173,91.0756,90.8046,90.7521,90.6964,90.9079,91.0668,91.0359,91.3868,91.8375,92.4797,92.7589,93.1191,93.4545,93.8499,94.1098,94.9392,95.0736,95.3949,95.5049,95.6358,95.7534,0.4482,0.2542,0.07782,0.008469,0.0,0.01008,0.0233,0.03068,0.03495,0.03897,0.0406,0.04189,0.04214,0.04241,0.0414,0.04064,0.04079,0.03912,0.03698,0.03395,0.03264,0.03096,0.0294,0.02757,0.02637,0.02255,0.02194,0.02047,0.01997,0.01938,0.01885,84.2314,15.3618,9.2533,13,0,0,0,0,0,0,0,0,0,0,0,40,83,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,19.0313,31.8485,48.863,56.8602,58.3407,57.1027,55.2275,53.6003,52.7341,52.418,52.5198,52.6777,52.9521,53.1881,54.0117,56.1948,60.9803,68.1383,74.283,77.8095,79.1175,79.919,80.4866,81.0559,81.4505,82.4186,82.6871,83.1529,83.4081,83.7101,84.042
9414,788,505,350,39.8848,58.034,83.394,97.9204,100.694,98.3302,95.7627,94.2017,93.4253,92.8398,92.5419,92.2648,92.3113,92.294,92.2712,92.3468,92.4819,92.7691,93.0177,93.6374,93.8479,94.3468,94.6268,95.012,95.2687,96.252,96.521,97.1516,97.3365,97.3712,97.2167,0.3992,0.2363,0.07887,0.009127,0.0,0.007313,0.0188,0.02594,0.02954,0.03227,0.03366,0.03496,0.03475,0.03483,0.03493,0.03458,0.03394,0.0326,0.03143,0.02855,0.02758,0.02527,0.02399,0.02222,0.02105,0.01659,0.01538,0.01255,0.01172,0.01157,0.01226,71.3873,29.7013,28.7533,0,28,0,0,0,0,0,0,0,0,0,0,705,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.366,14.9658,18.853,20.5991,21.1022,21.623,22.1929,22.6461,24.3953,28.0977,31.3277,31.9783,31.3666,30.3745,29.7413,30.1303,31.2241,33.9286,43.8136,59.5786,69.8506,74.6618,76.5506,77.5222,78.2127,79.9037,81.3157,82.4439,82.4649,81.8458,80.5507
9415,788,505,350,39.8848,58.034,83.394,97.9204,100.694,98.3302,95.7627,94.2017,93.4253,92.8398,92.5419,92.2648,92.3113,92.294,92.2712,92.3468,92.4819,92.7691,93.0177,93.6374,93.8479,94.3468,94.6268,95.012,95.2687,96.252,96.521,97.1516,97.3365,97.3712,97.2167,0.3992,0.2363,0.07887,0.009127,0.0,0.007313,0.0188,0.02594,0.02954,0.03227,0.03366,0.03496,0.03475,0.03483,0.03493,0.03458,0.03394,0.0326,0.03143,0.02855,0.02758,0.02527,0.02399,0.02222,0.02105,0.01659,0.01538,0.01255,0.01172,0.01157,0.01226,82.879,16.4983,9.887,13,0,0,0,0,0,0,0,0,0,0,0,40,83,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,18.2851,30.4575,46.1017,54.0721,55.4932,54.2103,52.2713,50.5211,49.55,49.3204,49.4622,49.6388,50.0171,50.2545,50.9151,53.1189,58.119,65.6356,72.0886,75.8348,77.2171,78.131,78.6837,79.2375,79.6713,80.6911,81.1312,81.8629,82.2085,82.4512,82.5687
9440,450,650,350,38.7515,57.0462,83.1302,98.1433,100.899,98.4654,95.6502,93.9127,93.0688,92.4131,91.9978,91.6955,91.7227,91.695,91.6369,91.6904,91.7939,92.0109,92.2437,92.8627,93.0741,93.5891,93.8613,94.2621,94.5147,95.4828,95.7181,96.362,96.5932,96.6337,96.4454,0.4117,0.2438,0.08024,0.008139,0.0,0.006716,0.01931,0.02728,0.0312,0.03427,0.03622,0.03765,0.03752,0.03765,0.03793,0.03768,0.03719,0.03616,0.03506,0.03216,0.03117,0.02877,0.02751,0.02566,0.0245,0.02007,0.01901,0.01609,0.01505,0.01487,0.01572,83.1177,16.4526,9.92,13,0,0,0,0,0,0,0,0,0,0,0,40,83,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,21.8164,32.2044,46.231,53.9466,55.5307,54.5256,52.7225,51.0257,50.1806,49.9761,50.0591,50.2077,50.5353,50.7067,51.2933,53.4606,58.4561,65.965,72.4526,76.2891,77.7334,78.6881,79.2099,79.8086,80.3291,81.4157,81.9151,82.6957,83.1106,83.3853,83.4866
