SPECTROID,WIDTH,HEIGHT,WEIGHT,PAPER_SPECR_01,PAPER_SPECR_02,PAPER_SPECR_03,PAPER_SPECR_04,PAPER_SPECR_05,PAPER_SPECR_06,PAPER_SPECR_07,PAPER_SPECR_08,PAPER_SPECR_09,PAPER_SPECR_10,PAPER_SPECR_11,PAPER_SPECR_12,PAPER_SPECR_13,PAPER_SPECR_14,PAPER_SPECR_15,PAPER_SPECR_16,PAPER_SPECR_17,PAPER_SPECR_18,PAPER_SPECR_19,PAPER_SPECR_20,PAPER_SPECR_21,PAPER_SPECR_22,PAPER_SPECR_23,PAPER_SPECR_24,PAPER_SPECR_25,PAPER_SPECR_26,PAPER_SPECR_27,PAPER_SPECR_28,PAPER_SPECR_29,PAPER_SPECR_30,PAPER_SPECR_31,PAPER_SPECD_01,PAPER_SPECD_02,PAPER_SPECD_03,PAPER_SPECD_04,PAPER_SPECD_05,PAPER_SPECD_06,PAPER_SPECD_07,PAPER_SPECD_08,PAPER_SPECD_09,PAPER_SPECD_10,PAPER_SPECD_11,PAPER_SPECD_12,PAPER_SPECD_13,PAPER_SPECD_14,PAPER_SPECD_15,PAPER_SPECD_16,PAPER_SPECD_17,PAPER_SPECD_18,PAPER_SPECD_19,PAPER_SPECD_20,PAPER_SPECD_21,PAPER_SPECD_22,PAPER_SPECD_23,PAPER_SPECD_24,PAPER_SPECD_25,PAPER_SPECD_26,PAPER_SPECD_27,PAPER_SPECD_28,PAPER_SPECD_29,PAPER_SPECD_30,PAPER_SPECD_31,LAB_L,LAB_A,LAB_B,20120002,20120007,20120010,20220008,20220009,20220016,20220025,20220015,20220013,20220056,20220014,20120020,20120015,20120021,20120014,20120023,20120037,20220004,20220005,20220021,20220022,20220023,20120019,35120006,35120005,35120003,20120008,20120017,20120009,20220017,20120022,20120028,20120001,20120006,20120005,20120027,20220018,20120035,20220010,35120018,DS244(주문?�크),20220012,20220027,20220006,20120054,20120036,20220007,20120062,20120004,20120040,20220024,20120039,20120059,35120002,35120029,123,SPECR_01,SPECR_02,SPECR_03,SPECR_04,SPECR_05,SPECR_06,SPECR_07,SPECR_08,SPECR_09,SPECR_10,SPECR_11,SPECR_12,SPECR_13,SPECR_14,SPECR_15,SPECR_16,SPECR_17,SPECR_18,SPECR_19,SPECR_20,SPECR_21,SPECR_22,SPECR_23,SPECR_24,SPECR_25,SPECR_26,SPECR_27,SPECR_28,SPECR_29,SPECR_30,SPECR_31
23365,580,470,350,14.3053,34.4551,67.4727,92.5518,104.566,103.471,99.197,96.0625,93.9441,92.1624,90.8592,89.8351,89.2226,88.5282,87.8327,87.2622,87.0805,87.0485,87.1124,87.5911,88.1052,89.174,90.5432,91.814,92.8508,94.035,94.4155,94.6558,94.708,94.8033,94.9053,0.8445,0.4627,0.1709,0.03362,0.0,0.0,0.003501,0.01745,0.02713,0.03545,0.04163,0.04655,0.04953,0.05292,0.05634,0.05917,0.06008,0.06024,0.05992,0.05754,0.055,0.04976,0.04314,0.03709,0.03221,0.02671,0.02496,0.02385,0.02361,0.02318,0.02271,77.9818,30.6854,65.1925,0,0,0,100,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2603,6.4896,8.2888,9.422,9.9884,10.277,10.5979,10.6919,11.2233,13.7113,19.3501,26.5328,31.3285,33.0644,34.2762,37.3088,45.1262,59.1442,73.6164,82.2789,85.698,87.6703,89.4012,90.799,91.9027,93.0715,93.4891,93.687,93.7495,93.8527,93.964
23381,450,650,350,40.4336,59.2598,85.1913,98.2823,100.188,97.7039,95.073,93.7053,92.7808,92.1533,91.9065,91.6335,91.5842,91.5477,91.7864,91.8007,91.8491,92.0996,92.6334,93.1578,93.4043,93.6875,94.0779,94.3919,94.7343,95.503,95.796,96.0326,96.3153,96.5152,96.6186,0.3933,0.2272,0.0696,0.007524,0.0,0.01009,0.02194,0.02824,0.03254,0.03549,0.03665,0.03795,0.03818,0.03835,0.03722,0.03715,0.03692,0.03574,0.03323,0.03078,0.02963,0.02832,0.02651,0.02507,0.02349,0.01998,0.01865,0.01758,0.0163,0.0154,0.01494,83.2481,17.7712,8.294,13,0,0,0,0,0,0,0,0,0,0,0,40,83,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20.9501,34.2232,50.7809,57.7668,58.2979,56.576,54.3073,52.2074,50.6259,49.9378,49.7728,49.7605,49.984,50.1323,50.8541,53.1332,58.4009,66.5127,73.5773,77.4705,78.8226,79.5279,80.1398,80.6275,81.0936,82.0175,82.4474,82.8447,83.2721,83.6467,83.9615
23382,450,650,350,40.4336,59.2598,85.1913,98.2823,100.188,97.7039,95.073,93.7053,92.7808,92.1533,91.9065,91.6335,91.5842,91.5477,91.7864,91.8007,91.8491,92.0996,92.6334,93.1578,93.4043,93.6875,94.0779,94.3919,94.7343,95.503,95.796,96.0326,96.3153,96.5152,96.6186,0.3933,0.2272,0.0696,0.007524,0.0,0.01009,0.02194,0.02824,0.03254,0.03549,0.03665,0.03795,0.03818,0.03835,0.03722,0.03715,0.03692,0.03574,0.03323,0.03078,0.02963,0.02832,0.02651,0.02507,0.02349,0.01998,0.01865,0.01758,0.0163,0.0154,0.01494,67.4222,27.0559,11.216,57,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3826,20.2139,27.1363,29.9041,30.0058,29.7461,29.4701,28.8725,28.6858,29.2884,29.532,28.833,28.1776,27.4596,26.938,27.1009,28.0705,30.5282,38.326,49.884,57.068,60.523,62.1956,63.0843,63.6723,64.6155,65.1841,65.7414,66.3408,66.9008,67.4117
23410,450,670,350,37.7922,63.0885,93.8395,106.213,106.904,103.045,99.388,97.0134,95.4489,94.1699,93.2158,92.3976,91.9261,91.32,90.6696,90.0642,89.7637,89.6413,89.5554,89.7524,89.8652,90.5411,91.6565,92.7759,93.682,94.6501,94.3453,93.7763,93.7482,94.4861,95.9883,0.4226,0.2,0.02761,0.0,0.0,0.0,0.002666,0.01317,0.02023,0.02609,0.03051,0.03434,0.03656,0.03943,0.04254,0.04545,0.0469,0.04749,0.04791,0.04695,0.04641,0.04315,0.03784,0.03256,0.02834,0.02388,0.02528,0.02791,0.02804,0.02463,0.01778,71.0515,-27.7743,31.7518,0,0,0,26,0,700,0,200,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2446,13.9214,16.8607,17.882,17.9351,18.3051,19.1161,19.4367,20.4067,25.3013,37.0482,51.3527,58.4602,57.926,54.3752,49.7053,44.4143,39.5218,35.8455,33.4903,31.495,30.1174,29.9623,30.3992,31.2983,33.1715,35.1802,36.0723,35.5284,34.4005,32.65
23450,635,685,350,19.147,43.6601,82.4702,103.85,106.646,102.009,96.9714,93.6781,91.3821,89.3736,87.7994,86.4469,85.4555,84.3375,83.228,82.2852,81.7811,81.5404,81.4426,81.7692,82.3424,83.7746,85.9322,88.3131,90.3918,92.4399,93.5262,94.3674,94.7758,94.9038,94.7408,0.7179,0.3599,0.0837,0.0,0.0,0.0,0.01336,0.02836,0.03914,0.04879,0.05651,0.06325,0.06826,0.07398,0.07973,0.08468,0.08735,0.08863,0.08915,0.08741,0.08438,0.07689,0.06584,0.05397,0.04387,0.03414,0.02907,0.02518,0.0233,0.02272,0.02346,27.8891,8.0916,-49.7761,0,0,0,0,50,0,0,1000,0,0,30,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1854,8.9165,15.4515,21.7917,27.3286,29.6981,28.9866,26.8027,23.2428,18.5615,14.1315,10.4795,7.605,5.9067,4.932,4.1121,3.3424,2.9281,2.7677,2.7096,2.6112,2.5487,2.5362,2.6094,2.7105,2.8857,3.0807,3.2018,3.1681,3.0733,2.8952
23451,635,685,350,19.147,43.6601,82.4702,103.85,106.646,102.009,96.9714,93.6781,91.3821,89.3736,87.7994,86.4469,85.4555,84.3375,83.228,82.2852,81.7811,81.5404,81.4426,81.7692,82.3424,83.7746,85.9322,88.3131,90.3918,92.4399,93.5262,94.3674,94.7758,94.9038,94.7408,0.7179,0.3599,0.0837,0.0,0.0,0.0,0.01336,0.02836,0.03914,0.04879,0.05651,0.06325,0.06826,0.07398,0.07973,0.08468,0.08735,0.08863,0.08915,0.08741,0.08438,0.07689,0.06584,0.05397,0.04387,0.03414,0.02907,0.02518,0.0233,0.02272,0.02346,27.8455,8.2713,-50.4148,0,0,0,0,50,0,0,1000,0,0,30,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0851,8.783,15.5181,22.0911,27.6958,30.1095,29.4004,27.1962,23.5977,18.8251,14.304,10.571,7.6155,5.8992,4.8794,4.0478,3.2842,2.8695,2.7096,2.653,2.5564,2.4942,2.4867,2.5453,2.6421,2.8189,3.0065,3.1296,3.0967,3.0013,2.8214
23472,515,640,350,15.1832,37.9731,78.2061,103.527,107.622,102.94,97.6311,94.2527,91.9547,90.0456,88.6835,87.5414,86.7711,85.9866,85.1235,84.3348,84.0295,84.1001,84.257,84.7118,85.2389,86.4647,88.179,89.8825,91.3223,92.874,93.6494,94.2923,94.5888,94.6099,94.3414,0.8186,0.4205,0.1068,0.0,0.0,0.0,0.01041,0.02571,0.03643,0.04554,0.05216,0.05779,0.06162,0.06557,0.06995,0.07399,0.07557,0.0752,0.07439,0.07206,0.06936,0.06316,0.05463,0.04632,0.03942,0.03211,0.02849,0.02552,0.02416,0.02406,0.0253,50.6149,4.9365,1.7156,0,0,0,0,20,590,0,440,0,2000,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6055,10.3258,15.742,18.4477,18.8234,18.6148,18.4259,17.8698,17.4788,18.1479,19.2817,19.1919,18.8642,19.0246,17.8916,15.9836,15.1136,17.9265,21.0193,21.9508,21.2781,20.5281,20.518,20.9261,21.6927,23.3223,25.2001,26.2561,25.9425,24.8868,23.0561
23524,635,685,350,14.3524,36.9146,77.3565,102.785,107.063,102.513,97.2976,93.9672,91.7192,89.8612,88.478,87.3856,86.6675,85.896,85.07,84.3468,84.0764,84.0925,84.197,84.6584,85.2101,86.4824,88.2437,90.0788,91.5985,93.2434,94.0365,94.7467,95.056,95.104,94.8732,0.8431,0.4328,0.1115,0.0,0.0,0.0,0.0119,0.02702,0.03754,0.04643,0.05316,0.05856,0.06214,0.06603,0.07022,0.07393,0.07533,0.07524,0.0747,0.07233,0.06951,0.06307,0.05432,0.04538,0.03811,0.03038,0.0267,0.02344,0.02202,0.0218,0.02286,52.4975,4.818,1.4838,0,0,0,0,20,590,0,440,0,2000,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0329,11.1021,17.0034,20.1863,20.7249,20.4346,20.1934,19.5584,19.1071,19.8231,21.0018,20.9357,20.6137,20.7408,19.5116,17.5052,16.625,19.4946,22.6768,23.623,22.9315,22.1893,22.2098,22.6831,23.5141,25.2189,27.2068,28.3214,28.0068,26.9135,25.0082
23719,485,788,350,13.8786,34.8222,72.449,99.9523,107.188,103.872,99.179,95.9867,93.8213,92.1219,90.9189,90.0471,89.5337,89.0463,88.5614,88.0901,88.007,88.0527,88.1961,88.6017,89.0071,89.852,90.9144,91.8027,92.5501,93.489,93.7679,93.93,93.957,94.0216,94.0891,0.8577,0.4581,0.14,0.0002072,0.0,0.0,0.00358,0.01779,0.0277,0.03564,0.04135,0.04553,0.04801,0.05038,0.05276,0.05507,0.05548,0.05526,0.05455,0.05256,0.05058,0.04647,0.04137,0.03714,0.03362,0.02924,0.02795,0.0272,0.02707,0.02677,0.02646,88.9272,13.0979,-3.3522,0,0,0,32,6,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1856,30.1213,61.5034,83.4722,88.8957,85.6087,80.2784,75.882,72.2569,69.0441,66.7698,65.706,65.4461,65.2189,65.4488,67.0349,71.1361,76.5198,80.4864,82.4612,83.4335,84.3755,85.5919,86.5175,87.4877,88.5132,89.0758,89.3489,89.6821,89.9384,90.0875
23733,364,535,300,14.6317,36.2636,74.5612,100.39,106.804,103.464,98.8381,95.7941,93.7618,92.0274,90.7881,89.8557,89.3853,88.7909,88.1896,87.7052,87.5374,87.5395,87.5502,87.8929,88.2187,88.9847,90.0326,90.9088,91.6074,92.5406,92.814,92.9453,92.9545,93.0087,93.0734,0.8347,0.4405,0.1275,0.0,0.0,0.0,0.005076,0.01866,0.02797,0.03608,0.04197,0.04645,0.04873,0.05163,0.05458,0.05697,0.05781,0.0578,0.05774,0.05605,0.05444,0.05068,0.0456,0.04139,0.03807,0.03367,0.03239,0.03177,0.03173,0.03148,0.03117,89.3257,12.3018,-3.7378,0,0,0,32,6,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7983,30.5293,63.2096,84.9327,90.1217,86.898,81.6602,77.3376,73.7998,70.5104,68.2087,67.1225,66.8847,66.6193,66.7322,68.2633,72.1977,77.3391,80.891,82.6915,83.474,84.4097,85.5375,86.5436,87.3638,88.4254,88.8529,89.1123,89.2583,89.4688,89.7107
24186,725,570,375,15.2908,44.4307,82.1195,100.729,102.959,99.3654,95.4371,92.8939,91.2248,89.6306,88.4349,87.3716,86.4808,85.7664,85.1538,84.4685,84.0832,84.0384,84.1275,84.0973,83.7991,83.6403,83.7242,84.0574,84.5363,85.7499,86.5804,87.6555,88.7901,89.909,91.0005,0.8156,0.3523,0.08555,0.0,0.0,0.002765,0.02028,0.03201,0.03989,0.04754,0.05338,0.05863,0.06308,0.06668,0.0698,0.07331,0.07529,0.07552,0.07506,0.07522,0.07676,0.07758,0.07715,0.07542,0.07296,0.06677,0.06258,0.05722,0.05164,0.0462,0.04096,36.4761,-9.1709,-7.9323,0,0,0,0,580,188,0,500,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5408,7.3983,9.986,11.3925,11.8521,12.054,12.1967,12.2396,12.3728,12.6636,13.0018,12.8993,12.3049,11.4903,10.6191,9.6185,8.5902,7.7225,7.259,7.0331,6.8122,6.6872,6.7645,6.9539,7.2566,7.7894,8.3448,8.7322,8.8266,8.7992,8.636
24191,725,570,375,15.2908,44.4307,82.1195,100.729,102.959,99.3654,95.4371,92.8939,91.2248,89.6306,88.4349,87.3716,86.4808,85.7664,85.1538,84.4685,84.0832,84.0384,84.1275,84.0973,83.7991,83.6403,83.7242,84.0574,84.5363,85.7499,86.5804,87.6555,88.7901,89.909,91.0005,0.8156,0.3523,0.08555,0.0,0.0,0.002765,0.02028,0.03201,0.03989,0.04754,0.05338,0.05863,0.06308,0.06668,0.0698,0.07331,0.07529,0.07552,0.07506,0.07522,0.07676,0.07758,0.07715,0.07542,0.07296,0.06677,0.06258,0.05722,0.05164,0.0462,0.04096,81.5532,-14.0553,-12.5328,0,0,0,0,0,56,2000,160,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5286,33.6801,60.5154,74.35,77.076,76.4126,75.1248,74.1461,73.5528,74.7536,76.8404,76.847,74.5544,71.3765,67.6905,62.6434,56.828,51.784,49.5678,48.76,47.1252,45.7091,45.377,45.7098,46.4507,48.5984,50.9079,52.2872,52.2871,51.5505,50.0525
24708,425,615,350,18.4837,49.4602,89.8438,105.979,107.117,101.657,97.218,94.6348,92.7955,91.6517,91.1758,90.7457,90.5485,90.3751,90.3192,90.1662,90.1727,90.3899,90.8593,91.1466,91.1776,91.3716,91.9013,92.4744,93.0787,93.933,94.0437,94.1227,94.2381,94.4206,94.6591,0.7332,0.3057,0.04651,0.0,0.0,0.0,0.01225,0.02395,0.03247,0.03786,0.04012,0.04217,0.04312,0.04395,0.04422,0.04496,0.04493,0.04388,0.04163,0.04026,0.04011,0.03919,0.03668,0.03398,0.03115,0.02718,0.02667,0.02631,0.02577,0.02493,0.02384,85.6152,7.176,62.0161,0,0,0,40,0,1000,1000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1387,11.4756,15.056,15.8503,15.6179,15.6341,16.3929,16.6396,17.3901,21.7897,32.3869,46.8888,56.5282,59.9606,61.5408,64.0326,69.1354,76.019,81.0357,83.0451,83.1227,82.9697,83.3171,83.8759,84.568,85.8392,86.5552,86.8716,86.7236,86.4038,85.8981
24710,425,615,350,18.7821,50.1017,91.0525,107.758,108.895,103.317,98.6642,95.9739,93.9509,92.5937,91.9247,91.4365,91.1654,90.9933,90.9507,90.7784,90.761,91.0077,91.4322,91.7441,91.7418,91.9099,92.4194,92.9852,93.534,94.3867,94.4847,94.5435,94.686,94.877,95.1078,0.7263,0.3001,0.04071,0.0,0.0,0.0,0.00584,0.01785,0.0271,0.03342,0.03657,0.03888,0.04017,0.04099,0.04119,0.04202,0.0421,0.04092,0.0389,0.03742,0.03743,0.03664,0.03424,0.03159,0.02903,0.02509,0.02464,0.02437,0.02371,0.02284,0.02178,42.2184,1.3838,0.0673,0,0,0,50,700,210,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3505,8.7071,11.7383,12.7832,12.919,12.7132,12.7119,12.5683,12.5626,12.8084,13.1918,13.2744,13.0235,12.6489,12.3413,12.1291,12.053,12.1466,12.3188,12.5124,12.6607,12.8483,13.1707,13.5985,14.1225,14.7909,15.4352,16.0811,16.7231,17.3968,18.0903
24712,425,615,350,18.7821,50.1017,91.0525,107.758,108.895,103.317,98.6642,95.9739,93.9509,92.5937,91.9247,91.4365,91.1654,90.9933,90.9507,90.7784,90.761,91.0077,91.4322,91.7441,91.7418,91.9099,92.4194,92.9852,93.534,94.3867,94.4847,94.5435,94.686,94.877,95.1078,0.7263,0.3001,0.04071,0.0,0.0,0.0,0.00584,0.01785,0.0271,0.03342,0.03657,0.03888,0.04017,0.04099,0.04119,0.04202,0.0421,0.04092,0.0389,0.03742,0.03743,0.03664,0.03424,0.03159,0.02903,0.02509,0.02464,0.02437,0.02371,0.02284,0.02178,90.2683,6.8872,25.3986,0,0,0,20,0,120,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7683,27.2671,44.2092,49.7378,49.6108,48.4481,48.3425,47.6851,47.9478,52.0598,59.3516,65.4586,68.2243,69.2172,70.2594,72.4368,76.8164,82.5368,86.6383,88.4644,88.799,88.9814,89.4119,89.9612,90.4351,91.2666,91.4086,91.4263,91.2956,91.2696,91.335
24713,425,615,350,18.7821,50.1017,91.0525,107.758,108.895,103.317,98.6642,95.9739,93.9509,92.5937,91.9247,91.4365,91.1654,90.9933,90.9507,90.7784,90.761,91.0077,91.4322,91.7441,91.7418,91.9099,92.4194,92.9852,93.534,94.3867,94.4847,94.5435,94.686,94.877,95.1078,0.7263,0.3001,0.04071,0.0,0.0,0.0,0.00584,0.01785,0.0271,0.03342,0.03657,0.03888,0.04017,0.04099,0.04119,0.04202,0.0421,0.04092,0.0389,0.03742,0.03743,0.03664,0.03424,0.03159,0.02903,0.02509,0.02464,0.02437,0.02371,0.02284,0.02178,84.1389,8.5262,66.4172,0,0,0,40,0,1000,1000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3187,9.6631,12.2481,12.7648,12.5434,12.6095,13.2801,13.5339,14.2245,18.2065,28.2481,42.6314,52.5777,56.2549,57.9832,60.6821,66.1564,73.6521,79.0562,81.1908,81.2083,80.9405,81.2498,81.8193,82.5291,83.9014,84.7306,85.0784,84.888,84.464,83.7929
24843,470,700,400,41.7467,58.9648,84.1941,98.4264,101.025,98.4723,95.5235,93.5725,92.1081,90.6548,89.4721,88.2764,87.2796,86.3049,85.523,84.7879,84.3205,84.1889,84.245,84.5044,84.7888,85.5582,86.9654,88.6188,90.2383,91.765,91.7485,91.334,91.5227,92.6143,94.5742,0.3794,0.2294,0.07472,0.006888,0.0,0.006686,0.01989,0.02885,0.0357,0.04261,0.04831,0.05416,0.05909,0.06396,0.06792,0.07167,0.07407,0.07475,0.07446,0.07312,0.07166,0.06774,0.06065,0.05247,0.04461,0.03732,0.0374,0.03937,0.03847,0.03332,0.02423,78.923,18.9905,33.8454,0,0,0,1000,100,3450,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3044,19.364,24.2593,26.5235,26.6921,26.7472,27.1292,26.5961,26.5461,29.2902,34.4612,38.8608,40.839,41.3107,42.049,44.681,51.0339,60.353,68.2145,72.3259,73.8913,75.1378,76.7161,78.4534,80.155,81.8392,82.1733,82.109,82.5897,83.8417,85.8329
25781,364,545,270,24.9741,51.7242,85.6137,102.273,104.048,100.32,96.3781,94.084,92.5625,91.3608,90.8206,90.4428,90.4128,90.288,90.0476,89.5506,89.2953,88.9021,88.8452,88.9361,89.1115,89.3507,90.1321,90.6783,91.4613,92.364,92.9354,93.034,93.2083,93.2115,93.0315,0.6025,0.2863,0.06746,0.0,0.0,0.0,0.01602,0.02648,0.03357,0.03924,0.04182,0.04363,0.04377,0.04437,0.04553,0.04793,0.04917,0.05109,0.05137,0.05092,0.05007,0.0489,0.04512,0.0425,0.03876,0.0345,0.03182,0.03136,0.03055,0.03053,0.03137,88.3968,3.2589,3.6241,0,0,0,6,18,30,2000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5439,38.5508,60.7386,71.0616,72.1124,70.5605,68.8966,67.5259,66.8348,67.7972,69.8945,71.2636,71.577,71.2542,71.0578,70.9959,71.5045,72.1083,73.6733,75.3689,76.1498,76.6571,77.5941,78.3123,79.3381,80.5019,81.4594,81.9588,82.5125,82.903,83.1089
25841,394,545,270,24.9042,51.5007,85.6593,102.403,104.232,100.43,96.5566,94.1159,92.5655,91.3442,90.8178,90.5358,90.4887,90.3627,90.083,89.5819,89.3336,88.9808,88.8467,89.0305,89.1714,89.5207,90.2772,90.9418,91.6629,92.6827,93.2068,93.4396,93.5069,93.4774,93.3319,0.6037,0.2882,0.06723,0.0,0.0,0.0,0.01522,0.02634,0.03355,0.03932,0.04183,0.04318,0.04341,0.04401,0.04536,0.04778,0.04899,0.0507,0.05136,0.05046,0.04977,0.04808,0.04442,0.04124,0.03781,0.033,0.03055,0.02947,0.02916,0.02929,0.02997,88.8142,3.2413,3.0136,0,0,0,6,18,30,2000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8023,39.2447,62.1181,72.8339,74.0347,72.3987,70.4003,68.9429,68.2219,69.0267,71.0044,72.2909,72.5866,72.2563,71.9863,71.8955,72.3448,72.9403,74.4012,76.0353,76.8581,77.3654,78.2707,79.0724,80.1345,81.3227,82.2357,82.7521,83.2962,83.6898,83.9184
26146,435,585,350,13.5293,41.387,81.0986,100.52,103.204,98.9247,94.2565,91.8951,89.8768,88.3149,87.3217,86.5078,85.8693,85.2383,84.6792,84.0467,83.7322,83.7399,83.9665,84.4266,85.0051,86.226,88.0646,89.87,91.2335,92.7785,93.3365,93.7016,93.8965,94.0126,94.0383,0.8687,0.3831,0.09099,0.0,0.0,0.004695,0.02569,0.03671,0.04635,0.05397,0.05888,0.06294,0.06616,0.06937,0.07222,0.07548,0.07711,0.07707,0.07589,0.07352,0.07056,0.06436,0.0552,0.04639,0.03985,0.03255,0.02995,0.02825,0.02735,0.02681,0.0267,82.6049,6.3016,4.9794,0,0,0,46,46,124,2000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0409,28.0756,49.8238,59.1854,60.1487,58.2405,56.3072,54.8718,53.7826,54.461,56.4692,57.8629,58.1094,57.7397,57.6095,58.0974,59.8921,62.4711,64.3076,65.3019,65.8132,66.6721,68.1608,69.7564,71.1841,72.9561,74.0869,74.8966,75.3621,75.6889,75.8639
26240,520,765,350,18.072,47.6644,87.2496,105.248,107.938,103.042,98.1824,95.8149,93.7206,92.2612,91.6014,91.1612,90.9351,90.7685,90.6685,90.4287,90.3767,90.538,90.7666,91.0095,91.0036,91.2062,91.7071,92.2064,92.6007,93.4641,93.7131,93.9594,94.011,94.0148,93.9629,0.743,0.3218,0.05924,0.0,0.0,0.0,0.007966,0.01857,0.02817,0.03498,0.0381,0.04019,0.04127,0.04206,0.04254,0.04369,0.04394,0.04317,0.04207,0.04091,0.04094,0.03998,0.0376,0.03524,0.03339,0.02936,0.0282,0.02706,0.02682,0.0268,0.02704,35.6644,-7.2717,-33.5391,0,0,0,0,300,0,0,2000,0,0,100,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8038,11.0042,17.1074,21.2559,24.1353,25.3946,25.2029,24.6197,23.3359,21.3821,19.1068,16.468,13.7707,11.574,9.8908,8.1511,6.5005,5.4108,5.0049,4.8481,4.6332,4.5039,4.5577,4.7023,4.938,5.3451,5.7531,5.9322,5.8515,5.6803,5.4046
