"IMXCODE","INKCODE","WEIGHT","REGDATE","REGUSER","EDITDATE","EDITUSER"
"P4625B","020120021","600","2018/05/03 14:09:12","00030201",\N,\N
"P4625C","020120002","350","2018/05/04 14:11:32","00030201",\N,\N
"P4625C","020120007","70","2018/05/04 14:11:32","00030201",\N,\N
"P4625C","020120021","600","2018/05/04 14:11:32","00030201",\N,\N
"P4625D","020120002","300","2018/05/17 13:27:04","00030201",\N,\N
"P4625D","020120014","200","2018/05/17 13:27:04","00030201",\N,\N
"P4625D","020120015","260","2018/05/17 13:27:04","00030201",\N,\N
"P4625E","020220009","1100","2018/06/20 08:52:01","00030201",\N,\N
"P4625E","020220014","350","2018/06/20 08:52:01","00030201",\N,\N
"P4625E","020220016","300","2018/06/20 08:52:01","00030201",\N,\N
"P4625F","020120002","554","2018/06/25 11:21:42","00030201",\N,\N
"P4625F","020120015","906","2018/06/25 11:21:42","00030201",\N,\N
"P4625F","020120021","600","2018/06/25 11:21:42","00030201",\N,\N
"P4625G","020120002","500","2018/09/07 09:09:34","0114",\N,\N
"P4625G","020120015","1000","2018/09/07 09:09:34","0114",\N,\N
"P4625G","020120021","500","2018/09/07 09:09:34","0114",\N,\N
"P4625H","020120002","500","2018/10/29 09:39:55","0114",\N,\N
"P4625H","020120015","1000","2018/10/29 09:39:55","0114",\N,\N
"P4625H","020120021","500","2018/10/29 09:39:55","0114",\N,\N
"P4625J","020120002","600","2019/03/04 11:25:13","0114",\N,\N
"P4625J","020120015","1000","2019/03/04 11:25:13","0114",\N,\N
"P4625J","020120021","550","2019/03/04 11:25:13","0114",\N,\N
"P463","020220009","80","2018/04/25 11:31:55","00030201",\N,\N
"P463","020220014","104","2018/04/25 11:31:55","00030201",\N,\N
"P463","020220016","504","2018/04/25 11:31:55","00030201",\N,\N
"P4635","020220008","400","2018/04/11 12:50:17","00030201","2018/04/13 15:29:02","12345678"
"P4635","020220009","380","2018/04/11 12:50:17","00030201","2018/04/13 15:29:02","12345678"
"P4635","020220016","1650","2018/04/11 12:50:17","00030201","2018/04/13 15:29:02","12345678"
"P4635A","020120002","214","2018/05/04 14:14:53","00030201",\N,\N
"P4635A","020120015","550","2018/05/04 14:14:53","00030201",\N,\N
"P4635A","020120021","346","2018/05/04 14:14:53","00030201",\N,\N
"P4635A","020120037","1000","2018/05/04 14:14:53","00030201",\N,\N
"P4635B","020120002","140","2019/08/29 17:01:34","0114",\N,\N
"P4635B","020120015","443","2019/08/29 17:01:34","0114",\N,\N
"P4635B","020120021","230","2019/08/29 17:01:34","0114",\N,\N
"P4635B","020120037","1000","2019/08/29 17:01:34","0114",\N,\N
"P4635C","020120002","200","2019/12/08 11:17:50","0114",\N,\N
"P4635C","020120015","1044","2019/12/08 11:17:50","0114",\N,\N
"P4635C","020120023","759","2019/12/08 11:17:50","0114",\N,\N
"P4635후면","020220008","206","2018/04/11 12:58:12","00030201","2018/04/13 15:29:03","12345678"
"P4635후면","020220009","316","2018/04/11 12:58:12","00030201","2018/04/13 15:29:03","12345678"
"P4635후면","020220016","730","2018/04/11 12:58:12","00030201","2018/04/13 15:29:03","12345678"
"P4635후면","020220025","1000","2018/04/11 12:58:12","00030201","2018/04/13 15:29:03","12345678"
"P463A","020120002","300","2018/05/23 15:19:20","00030201",\N,\N
"P463A","020120014","500","2018/05/23 15:19:19","00030201",\N,\N
"P463A","020120015","1000","2018/05/23 15:19:19","00030201",\N,\N
"P463A","020120037","1000","2018/05/23 15:19:19","00030201",\N,\N
"P4645","020220008","660","2018/04/24 17:46:12","00030201",\N,\N
"P4645","020220009","855","2018/04/24 17:46:12","00030201",\N,\N
"P4645","020220015","180","2018/04/24 17:46:12","00030201",\N,\N
"P4645","020220016","1266","2018/04/24 17:46:12","00030201",\N,\N
"P4645","020220025","4000","2018/04/24 17:46:12","00030201",\N,\N
"P4645A","020120002","70","2018/05/17 09:02:27","00030201",\N,\N
"P4645A","020120015","200","2018/05/17 09:02:27","00030201",\N,\N
"P4645A","020120021","110","2018/05/17 09:02:27","00030201",\N,\N
"P4645A","020120037","1000","2018/05/17 09:02:27","00030201",\N,\N
"P465","020120007","184","2018/06/25 11:07:31","00030201",\N,\N
"P465","020120014","370","2018/06/25 11:07:31","00030201",\N,\N
"P465","020120015","2000","2018/06/25 11:07:31","00030201",\N,\N
"P465","020120037","2000","2018/06/25 11:07:31","00030201",\N,\N
"P4655","020220008","200","2019/04/25 14:10:38","0114",\N,\N
"P4655","020220009","80","2019/04/25 14:10:38","0114",\N,\N
"P4655","020220015","20","2019/04/25 14:10:38","0114",\N,\N
"P4655","020220016","500","2019/04/25 14:10:38","0114",\N,\N
"P4655","020220025","1000","2019/04/25 14:10:38","0114",\N,\N
"P4655A","020120002","27","2020/02/13 09:23:44","0114",\N,\N
"P4655A","020120015","102","2020/02/13 09:23:44","0114",\N,\N
"P4655A","020120021","53","2020/02/13 09:23:44","0114",\N,\N
"P4655A","020120037","1000","2020/02/13 09:23:44","0114",\N,\N
"P4655B","020220008","200","2020/05/14 08:38:05","0114",\N,\N
"P4655B","020220009","106","2020/05/14 08:38:05","0114",\N,\N
"P4655B","020220015","30","2020/05/14 08:38:05","0114",\N,\N
"P4655B","020220016","500","2020/05/14 08:38:05","0114",\N,\N
"P4655B","020220056","1000","2020/05/14 08:38:05","0114",\N,\N
"P465A","020120007","90","2019/10/07 17:02:39","0114",\N,\N
"P465A","020120014","210","2019/10/07 17:02:29","0114","2019/10/07 17:02:39","0114"
"P465A","020120037","1000","2019/10/07 17:02:28","0114","2019/10/07 17:02:39","0114"
"P465B","020120007","90","2019/10/25 18:09:22","0114",\N,\N
"P465B","020120014","210","2019/10/25 18:09:22","0114",\N,\N
"P465B","020120015","1000","2019/10/25 18:09:22","0114",\N,\N
"P465B","020120037","1000","2019/10/25 18:09:22","0114",\N,\N
"P466","020220009","50","2018/04/24 17:14:08","00030201",\N,\N
"P466","020220014","130","2018/04/24 17:14:08","00030201",\N,\N
"P466","020220015","40","2018/04/24 17:14:08","00030201",\N,\N
"P466","020220016","736","2018/04/24 17:14:08","00030201",\N,\N
"P466","020220025","1000","2018/04/24 17:14:08","00030201",\N,\N
"P4665","020220008","78","2018/04/28 11:50:13","00030201",\N,\N
"P4665","020220015","16","2018/04/28 11:50:13","00030201",\N,\N
"P4665","020220016","200","2018/04/28 11:50:13","00030201",\N,\N
"P4665","020220025","1000","2018/04/28 11:50:13","00030201",\N,\N
"P4665A","020120002","27","2020/04/01 08:34:55","0114",\N,\N
"P4665A","020120015","102","2020/04/01 08:34:55","0114",\N,\N
"P4665A","020120021","53","2020/04/01 08:34:55","0114",\N,\N
"P4665A","020120037","1000","2020/04/01 08:34:55","0114",\N,\N
"P466A","020220007","150","2018/06/14 12:27:44","00030201",\N,\N
"P466A","020220009","80","2018/06/14 12:27:44","00030201",\N,\N
"P466A","020220014","120","2018/06/14 12:27:44","00030201",\N,\N
"P466A","020220015","42","2018/06/14 12:27:44","00030201",\N,\N
"P466A","020220016","800","2018/06/14 12:27:44","00030201",\N,\N
"P466A","020220025","1000","2018/06/14 12:27:44","00030201",\N,\N
"P466B","020220008","40","2018/06/18 17:00:04","00030201",\N,\N
"P466B","020220009","8","2018/06/18 17:00:04","00030201",\N,\N
"P466B","020220015","10","2018/06/18 17:00:04","00030201",\N,\N
"P466B","020220016","320","2018/06/18 17:00:04","00030201",\N,\N
"P466B","020220025","1000","2018/06/18 17:00:04","00030201",\N,\N
"P466C","020220009","50","2018/12/20 14:31:59","0114",\N,\N
"P466C","020220014","170","2018/12/20 14:31:59","0114",\N,\N
"P466C","020220015","40","2018/12/20 14:31:59","0114",\N,\N
"P466C","020220016","1020","2018/12/20 14:31:59","0114",\N,\N
"P466C","020220025","500","2018/12/20 14:31:59","0114",\N,\N
"P467","020220007","100","2018/06/14 12:28:55","00030201",\N,\N
"P467","020220009","12","2018/06/14 12:28:55","00030201",\N,\N
"P467","020220014","58","2018/06/14 12:28:55","00030201",\N,\N
"P467","020220015","26","2018/06/14 12:28:55","00030201",\N,\N
"P467","020220016","300","2018/06/14 12:28:55","00030201",\N,\N
"P467","020220025","1000","2018/06/14 12:28:55","00030201",\N,\N
"P4675","020220008","210","2018/04/30 09:51:03","00030201",\N,\N
"P4675","020220009","172","2018/04/30 09:51:03","00030201",\N,\N
"P4675","020220014","20","2018/04/30 09:51:03","00030201",\N,\N
"P4675","020220016","968","2018/04/30 09:51:03","00030201",\N,\N
"P4675","020220025","3000","2018/04/30 09:51:03","00030201",\N,\N
"P4675A","020120002","8","2018/05/15 14:33:18","00030201",\N,\N
"P4675A","020120015","20","2018/05/15 14:33:18","00030201",\N,\N
"P4675A","020120021","10","2018/05/15 14:33:18","00030201",\N,\N
"P4675A","020120037","1000","2018/05/15 14:33:18","00030201",\N,\N
"P4675B","020220008","92","2018/05/30 10:19:07","00030201",\N,\N
"P4675B","020220009","66","2018/05/30 10:19:07","00030201",\N,\N
"P4675B","020220016","390","2018/05/30 10:19:07","00030201",\N,\N
"P4675B","020220025","4000","2018/05/30 10:19:07","00030201",\N,\N
"P4675C","020220008","46","2018/05/30 15:31:30","00030201",\N,\N
"P4675C","020220016","200","2018/05/30 15:31:30","00030201",\N,\N
"P4675C","020220025","1000","2018/05/30 15:31:30","00030201",\N,\N
"P4675D","020120002","28","2019/07/12 15:47:45","0114",\N,\N
"P4675D","020120015","56","2019/07/12 15:47:45","0114",\N,\N
"P4675D","020120021","30","2019/07/12 15:47:45","0114",\N,\N
"P4675D","020120037","1000","2019/07/12 15:47:45","0114",\N,\N
"P4675E","020120002","24","2020/02/13 09:25:00","0114",\N,\N
"P4675E","020120015","60","2020/02/13 09:25:00","0114",\N,\N
"P4675E","020120021","30","2020/02/13 09:25:00","0114",\N,\N
"P4675E","020120037","2000","2020/02/13 09:25:00","0114",\N,\N
"P467A","020220009","10","2020/04/08 08:54:15","0114",\N,\N
"P467A","020220014","100","2020/04/08 08:54:15","0114",\N,\N
"P467A","020220015","30","2020/04/08 08:54:15","0114",\N,\N
"P467A","020220016","440","2020/04/08 08:54:15","0114",\N,\N
"P467A","020220025","1000","2020/04/08 08:54:15","0114",\N,\N
"P468","020220014","36","2018/05/30 15:33:19","00030201",\N,\N
"P468","020220015","10","2018/05/30 15:33:19","00030201",\N,\N
"P468","020220016","150","2018/05/30 15:33:19","00030201",\N,\N
"P468","020220025","2000","2018/05/30 15:33:19","00030201",\N,\N
"P4685","020220008","210","2018/04/30 10:26:45","00030201",\N,\N
"P4685","020220009","172","2018/04/30 10:26:45","00030201",\N,\N
"P4685","020220014","20","2018/04/30 10:26:45","00030201",\N,\N
"P4685","020220016","968","2018/04/30 10:26:45","00030201",\N,\N
"P4685","020220025","3000","2018/04/30 10:26:45","00030201",\N,\N
"P4685A","020120002","20","2018/05/23 12:03:08","00030201",\N,\N
"P4685A","020120015","50","2018/05/23 12:03:08","00030201",\N,\N
"P4685A","020120021","24","2018/05/23 12:03:08","00030201",\N,\N
"P4685A","020120037","1000","2018/05/23 12:03:08","00030201",\N,\N
"P468A","020220014","36","2018/11/27 09:15:16","0114",\N,\N
"P468A","020220015","10","2018/11/27 09:15:16","0114",\N,\N
"P468A","020220016","150","2018/11/27 09:15:16","0114",\N,\N
"P468A","020220025","2000","2018/11/27 09:15:16","0114",\N,\N
"P468B","020120007","24","2019/10/07 16:49:54","0114",\N,\N
"P468B","020120015","119","2019/10/07 16:49:54","0114",\N,\N
"P468B","020120021","42","2019/10/07 16:49:54","0114",\N,\N
"P468B","020120037","1000","2019/10/07 16:49:54","0114",\N,\N
"P468C","020220009","53","2020/04/08 09:17:22","0114",\N,\N
"P468C","020220014","72","2020/04/08 09:17:22","0114",\N,\N
"P468C","020220016","400","2020/04/08 09:17:22","0114",\N,\N
"P468C","020220025","1000","2020/04/08 09:17:22","0114",\N,\N
"P468D","020220009","53","2020/12/07 09:29:49","0114",\N,\N
"P468D","020220014","72","2020/12/07 09:29:49","0114",\N,\N
"P468D","020220016","500","2020/12/07 09:29:49","0114",\N,\N
"P468D","020220056","1000","2020/12/07 09:29:49","0114",\N,\N
"P469","020120002","180","2018/05/16 14:42:19","00030201",\N,\N
"P469","020120015","620","2018/05/16 14:42:19","00030201",\N,\N
"P469","020120021","300","2018/05/16 14:42:19","00030201",\N,\N
"P4695","020120002","160","2018/04/03 10:16:39","00030201","2018/04/13 15:29:03","12345678"
"P4695","020120014","214","2018/04/03 10:16:39","00030201","2018/04/13 15:29:03","12345678"
"P4695","020120015","1130","2018/04/03 10:17:16","00030201","2018/04/13 15:29:03","12345678"
"P4695A","020120014","266","2018/04/16 11:08:31","00030201",\N,\N
"P4695A","020120015","750","2018/04/16 11:08:31","00030201",\N,\N
"P4695A","020120037","6000","2018/04/16 11:08:31","00030201",\N,\N
"P4695B","020120002","1150","2018/05/09 13:09:35","00030201",\N,\N
"P4695B","020120015","1000","2018/05/09 13:09:35","00030201",\N,\N
"P4695B","020120019","200","2018/05/09 13:09:35","00030201",\N,\N
"P4695B","020120021","1000","2018/05/09 13:09:35","00030201",\N,\N
"P4695C","020120002","350","2018/05/17 08:59:15","00030201",\N,\N
"P4695C","020120014","350","2018/05/17 08:59:15","00030201",\N,\N
"P4695C","020120015","350","2018/05/17 08:59:15","00030201",\N,\N
"P4695D","020120002","506","2020/01/17 09:28:06","0114",\N,\N
"P4695D","020120015","332","2020/01/17 09:28:06","0114",\N,\N
"P4695D","020120021","500","2020/01/17 09:28:06","0114",\N,\N
"P4695E","020120002","506","2020/01/17 11:54:25","0114","2020/01/17 11:54:38","0114"
"P4695E","020120015","332","2020/01/17 11:54:25","0114","2020/01/17 11:54:38","0114"
"P4695E","020120021","508","2020/01/17 11:54:25","0114","2020/01/17 11:54:38","0114"
"P4695F","020120002","506","2020/02/03 16:48:35","0114",\N,\N
"P4695F","020120015","332","2020/02/03 16:48:35","0114",\N,\N
"P4695F","020120021","612","2020/02/03 16:48:35","0114",\N,\N
"P4695G","020120002","24","2020/04/01 08:36:34","0114",\N,\N
"P4695G","020120015","62","2020/04/01 08:36:34","0114",\N,\N
"P4695G","020120021","30","2020/04/01 08:36:34","0114",\N,\N
"P4695G","020120037","2000","2020/04/01 08:36:34","0114",\N,\N
"P469A","020220009","120","2018/06/12 08:54:51","00030201",\N,\N
"P469A","020220014","120","2018/06/12 08:54:51","00030201",\N,\N
"P469A","020220016","400","2018/06/12 08:54:51","00030201",\N,\N
"P469B","020220008","250","2018/11/13 09:27:44","0114",\N,\N
"P469B","020220016","150","2018/11/13 09:27:44","0114",\N,\N
"P469B","020220025","2000","2018/11/13 09:27:44","0114",\N,\N
"P469C","020120002","500","2019/11/07 17:28:43","0114",\N,\N
"P469C","020120015","1000","2019/11/07 17:28:43","0114",\N,\N
"P469C","020120021","528","2019/11/07 17:28:43","0114",\N,\N
"P4705","020120001","500","2020/01/17 08:56:44","0114",\N,\N
"P4705","020120002","170","2020/01/17 08:56:44","0114",\N,\N
"P4705","020120015","500","2020/01/17 08:56:44","0114",\N,\N
"P4705A","020220009","120","2020/07/24 09:42:54","0114",\N,\N
"P4705A","020220014","200","2020/07/24 09:42:54","0114",\N,\N
"P4705A","020220016","420","2020/07/24 09:42:54","0114",\N,\N
"P4725","020120002","40","2018/05/16 15:54:30","00030201",\N,\N
"P4725","020120014","72","2018/05/16 15:54:30","00030201",\N,\N
"P4725","020120015","144","2018/05/16 15:54:30","00030201",\N,\N
"P4725","020120037","1000","2018/05/16 15:54:30","00030201",\N,\N
"P4725A","020120002","60","2018/05/17 09:00:14","00030201",\N,\N
"P4725A","020120014","100","2018/05/17 09:00:14","00030201",\N,\N
"P4725A","020120015","160","2018/05/17 09:00:14","00030201",\N,\N
"P4725A","020120037","1000","2018/05/17 09:00:14","00030201",\N,\N
"P4725B","020120002","150","2020/01/13 16:18:28","0114",\N,\N
"P4725B","020120015","500","2020/01/13 16:18:28","0114",\N,\N
"P4725B","020120021","300","2020/01/13 16:18:28","0114",\N,\N
"P4725C","020120002","210","2020/02/25 09:55:15","0114",\N,\N
"P4725C","020120015","220","2020/02/25 09:55:15","0114",\N,\N
"P4725C","020120021","230","2020/02/25 09:55:15","0114",\N,\N
"P4725C","020120037","500","2020/02/25 09:55:15","0114",\N,\N
"P4725D","020120002","66","2020/07/02 09:48:09","0114",\N,\N
"P4725D","020120014","90","2020/07/02 09:48:09","0114",\N,\N
"P4725D","020120015","150","2020/07/02 09:48:08","0114",\N,\N
"P4725D","020120037","1000","2020/07/02 09:48:08","0114",\N,\N
"P473","020120015","133","2020/06/12 09:29:51","0114",\N,\N
"P473","020120023","130","2020/06/12 09:29:51","0114",\N,\N
"P473","020120037","1000","2020/06/12 09:29:51","0114",\N,\N
"P4735","020120002","8","2018/05/16 15:58:41","00030201",\N,\N
"P4735","020120014","14","2018/05/16 15:58:41","00030201",\N,\N
"P4735","020120015","32","2018/05/16 15:58:41","00030201",\N,\N
"P4735","020120037","1000","2018/05/16 15:58:41","00030201",\N,\N
"P4735A","020120002","30","2018/05/17 08:58:10","00030201",\N,\N
"P4735A","020120014","50","2018/05/17 08:58:10","00030201",\N,\N
"P4735A","020120015","80","2018/05/17 08:58:10","00030201",\N,\N
"P4735A","020120037","1000","2018/05/17 08:58:10","00030201",\N,\N
"P4735B","020220014","100","2018/06/11 18:07:19","00030201",\N,\N
"P4735B","020220016","300","2018/06/11 18:07:19","00030201",\N,\N
"P4735B","020220024","500","2018/06/11 18:07:19","00030201",\N,\N
"P4735B","020220025","1000","2018/06/11 18:07:19","00030201",\N,\N
"P4735C","020220008","230","2019/06/19 10:11:58","0114",\N,\N
"P4735C","020220009","188","2019/06/19 10:11:58","0114",\N,\N
"P4735C","020220015","12","2019/06/19 10:11:58","0114",\N,\N
"P4735C","020220016","358","2019/06/19 10:11:58","0114",\N,\N
"P4735C","020220025","2000","2019/06/19 10:11:58","0114",\N,\N
"P4735D","020220008","220","2019/07/14 11:19:22","0114",\N,\N
"P4735D","020220009","100","2019/07/14 11:19:22","0114",\N,\N
"P4735D","020220015","50","2019/07/14 11:19:22","0114",\N,\N
"P4735D","020220016","240","2019/07/14 11:19:22","0114",\N,\N
"P4735D","020220025","1000","2019/07/14 11:19:22","0114",\N,\N
"P4735E","020120002","24","2019/08/22 17:34:57","0114",\N,\N
"P4735E","020120014","42","2019/08/22 17:34:57","0114",\N,\N
"P4735E","020120015","96","2019/08/22 17:34:57","0114",\N,\N
"P4735E","020120037","1000","2019/08/22 17:34:57","0114",\N,\N
"P4735F","020120002","54","2020/07/02 09:49:11","0114",\N,\N
"P4735F","020120014","80","2020/07/02 09:49:11","0114",\N,\N
"P4735F","020120015","150","2020/07/02 09:49:11","0114",\N,\N
"P4735F","020120037","1500","2020/07/02 09:49:11","0114",\N,\N
"P474","020120007","12","2018/05/03 16:58:30","00030201",\N,\N
"P474","020120008","470","2018/05/03 16:58:30","00030201",\N,\N
"P474","020120017","108","2018/05/03 16:58:30","00030201",\N,\N
"P474","020120037","2000","2018/05/03 16:58:30","00030201",\N,\N
"P4745","020220008","60","2018/04/30 15:35:21","00030201",\N,\N
"P4745","020220009","46","2018/04/30 15:35:21","00030201",\N,\N
"P4745","020220016","200","2018/04/30 15:35:21","00030201",\N,\N
"P4745","020220025","1000","2018/04/30 15:35:21","00030201",\N,\N
"P4745A","020220009","24","2018/05/24 14:42:46","00030201",\N,\N
"P4745A","020220014","36","2018/05/24 14:42:46","00030201",\N,\N
"P4745A","020220015","6","2018/05/24 14:42:46","00030201",\N,\N
"P4745A","020220016","72","2018/05/24 14:42:46","00030201",\N,\N
"P4745A","020220025","2000","2018/05/24 14:42:46","00030201",\N,\N
"P4745B","020220008","46","2018/05/24 15:54:56","00030201",\N,\N
"P4745B","020220009","30","2018/05/24 15:54:56","00030201",\N,\N
"P4745B","020220016","80","2018/05/24 15:54:56","00030201",\N,\N
"P4745B","020220025","2000","2018/05/24 15:54:56","00030201",\N,\N
"P4745C","020120002","34","2019/06/12 13:55:40","19050201",\N,\N
"P4745C","020120014","42","2019/06/12 13:55:40","19050201",\N,\N
"P4745C","020120015","110","2019/06/12 13:55:40","19050201",\N,\N
"P4745C","020120021","14","2019/06/12 13:55:40","19050201",\N,\N
"P4745C","020120037","1000","2019/06/12 13:55:40","19050201",\N,\N
"P475","020120008","20","2018/05/04 11:45:18","00030201",\N,\N
"P475","020120017","4","2018/05/04 11:45:18","00030201",\N,\N
"P475","020120037","250","2018/05/04 11:45:18","00030201",\N,\N
"P475A","020120002","4","2019/06/04 09:16:26","0114",\N,\N
"P475A","020120015","100","2019/06/04 09:16:26","0114",\N,\N
"P475A","020120021","40","2019/06/04 09:16:26","0114",\N,\N
"P475A","020120037","1000","2019/06/04 09:16:26","0114",\N,\N
"P476","020120002","726","2018/04/20 09:41:07","00030201",\N,\N
"P476","020120007","100","2018/04/20 09:41:07","00030201",\N,\N
"P476","020120015","1000","2018/04/20 09:41:07","00030201",\N,\N
"P476","020120021","1000","2018/04/20 09:41:07","00030201",\N,\N
"P476A","020120002","200","2018/05/18 11:43:26","00030201",\N,\N
"P476A","020120014","300","2018/05/18 11:43:26","00030201",\N,\N
"P476A","020120015","450","2018/05/18 11:43:26","00030201",\N,\N
"P476A","020120035","100","2018/05/18 11:43:26","00030201",\N,\N
"P476B","020120002","200","2018/05/23 15:20:21","00030201",\N,\N
"P476B","020120014","300","2018/05/23 15:20:21","00030201",\N,\N
"P476B","020120015","400","2018/05/23 15:20:21","00030201",\N,\N
"P476B","020120035","1000","2018/05/23 15:20:21","00030201",\N,\N
"P476C","020220005","150","2018/05/25 08:45:11","00030201",\N,\N
"P476C","020220009","520","2018/05/25 08:45:11","00030201",\N,\N
"P476C","020220014","450","2018/05/25 08:45:11","00030201",\N,\N
"P476C","020220016","1000","2018/05/25 08:45:11","00030201",\N,\N
"P476D","020220005","126","2018/05/29 16:38:41","00030201",\N,\N
"P476D","020220009","450","2018/05/29 16:38:41","00030201",\N,\N
"P476D","020220014","350","2018/05/29 16:38:41","00030201",\N,\N
"P476D","020220016","1200","2018/05/29 16:38:41","00030201",\N,\N
"P476E","020220005","100","2018/05/29 16:55:24","00030201",\N,\N
"P476E","020220009","350","2018/05/29 16:55:24","00030201",\N,\N
"P476E","020220014","230","2018/05/29 16:55:24","00030201",\N,\N
"P476E","020220016","850","2018/05/29 16:55:24","00030201",\N,\N
"P476F","020220005","100","2018/06/07 16:09:21","00030201",\N,\N
"P476F","020220009","400","2018/06/07 16:09:21","00030201",\N,\N
"P476F","020220014","250","2018/06/07 16:09:21","00030201",\N,\N
"P476F","020220016","600","2018/06/07 16:09:21","00030201",\N,\N
"P476G","020220008","450","2018/06/07 16:50:17","00030201","2018/06/07 16:50:25","00030201"
"P476G","020220009","600","2018/06/07 16:50:17","00030201","2018/06/07 16:50:25","00030201"
"P476G","020220016","720","2018/06/07 16:50:17","00030201","2018/06/07 16:50:25","00030201"
"P476H","020220005","100","2018/06/08 17:06:18","00030201",\N,\N
"P476H","020220009","350","2018/06/08 17:06:18","00030201",\N,\N
"P476H","020220014","250","2018/06/08 17:06:18","00030201",\N,\N
"P476H","020220016","800","2018/06/08 17:06:18","00030201",\N,\N
"P476J","020220005","100","2018/06/08 17:25:35","00030201",\N,\N
"P476J","020220009","350","2018/06/08 17:25:35","00030201",\N,\N
"P476J","020220014","250","2018/06/08 17:25:35","00030201",\N,\N
"P476J","020220016","800","2018/06/08 17:25:34","00030201",\N,\N
"P476K","020220005","100","2018/06/12 11:38:14","00030201",\N,\N
"P476K","020220009","350","2018/06/12 11:38:14","00030201",\N,\N
"P476K","020220014","230","2018/06/12 11:38:14","00030201",\N,\N
"P476K","020220016","800","2018/06/12 11:38:14","00030201",\N,\N
"P476L","020220008","500","2018/06/12 15:00:15","00030201",\N,\N
"P476L","020220009","600","2018/06/12 15:00:15","00030201",\N,\N
"P476L","020220014","400","2018/06/12 15:00:15","00030201",\N,\N
"P476L","020220016","2200","2018/06/12 15:00:15","00030201",\N,\N
"P476M","020220009","300","2018/06/12 16:34:22","00030201",\N,\N
"P476M","020220014","200","2018/06/12 16:34:22","00030201",\N,\N
"P476M","020220016","550","2018/06/12 16:34:22","00030201",\N,\N
"P476N","020220005","40","2018/06/15 16:57:12","00030201",\N,\N
"P476N","020220008","1100","2018/06/15 16:57:12","00030201",\N,\N
"P476N","020220009","2200","2018/06/15 16:57:11","00030201",\N,\N
"P476N","020220016","1000","2018/06/15 16:57:12","00030201",\N,\N
"P476P","020120002","350","2018/06/18 14:38:15","00030201",\N,\N
"P476P","020120014","230","2018/06/18 14:38:15","00030201",\N,\N
"P476P","020120015","800","2018/06/18 14:38:15","00030201",\N,\N
"P476P","020120019","100","2018/06/18 14:38:15","00030201",\N,\N
"P476Q","020120002","596","2018/06/27 16:45:39","00030201","2018/06/27 16:46:00","00030201"
"P476Q","020120015","736","2018/06/27 16:45:39","00030201","2018/06/27 16:46:00","00030201"
"P476Q","020120021","500","2018/06/27 16:45:39","00030201","2018/06/27 16:46:00","00030201"
"P476R","020220005","150","2018/07/24 14:43:15","0114",\N,\N
"P476R","020220009","580","2018/07/24 14:43:15","0114",\N,\N
"P476R","020220022","480","2018/07/24 14:43:14","0114",\N,\N
"P476R","020220023","1152","2018/07/24 14:43:14","0114",\N,\N
"P476S","020220005","200","2018/08/13 08:33:00","0114",\N,\N
"P476S","020220009","2200","2018/08/13 08:33:00","0114",\N,\N
"P476S","020220014","900","2018/08/13 08:33:00","0114",\N,\N
"P476S","020220016","2000","2018/08/13 08:33:00","0114",\N,\N
"P476T","020220005","140","2019/03/08 09:04:35","0114","2020/07/14 12:07:48","19090901"
"P476T","020220008","1100","2019/03/08 09:04:35","0114","2020/07/14 12:07:48","19090901"
"P476T","020220009","2200","2019/03/08 09:04:35","0114","2020/07/14 12:07:48","19090901"
"P476T","020220016","1000","2019/03/08 09:04:35","0114","2020/07/14 12:07:48","19090901"
"P476U","020120002","1100","2019/07/12 15:56:23","0114",\N,\N
"P476U","020120015","800","2019/07/12 15:56:23","0114",\N,\N
"P476U","020120021","700","2019/07/12 15:56:23","0114",\N,\N
"P476V","020220009","500","2020/04/08 08:52:56","0114",\N,\N
"P476V","020220014","225","2020/04/08 08:52:56","0114",\N,\N
"P476V","020220016","666","2020/04/08 08:52:56","0114",\N,\N
"P476W","020220008","660","2020/04/14 09:47:00","0114",\N,\N
"P476W","020220009","1000","2020/04/14 09:47:00","0114",\N,\N
"P476W","020220016","800","2020/04/14 09:47:00","0114",\N,\N
"P476X","020220008","500","2020/06/01 09:29:15","0114",\N,\N
"P476X","020220009","1000","2020/06/01 09:29:15","0114",\N,\N
"P476X","020220016","720","2020/06/01 09:29:15","0114",\N,\N
"P477","020220008","1000","2018/04/17 18:06:46","00030201",\N,\N
"P477","020220009","1000","2018/04/17 18:06:46","00030201",\N,\N
"P477","020220016","774","2018/04/17 18:06:46","00030201",\N,\N
"P477A","020120002","1800","2018/05/11 14:44:33","00030201",\N,\N
"P477A","020120015","200","2018/05/11 14:44:33","00030201",\N,\N
"P477A","020120021","3000","2018/05/11 14:44:33","00030201",\N,\N
"P477B","020120002","300","2019/06/07 10:01:00","0114","2019/11/18 11:13:14","0114"
"P477B","020120015","300","2019/06/07 10:01:00","0114","2019/11/18 11:13:14","0114"
"P477B","020120021","440","2019/06/07 10:01:00","0114","2019/11/18 11:13:14","0114"
"P477C","020120002","496","2019/06/12 13:54:40","19050201",\N,\N
"P477C","020120015","558","2019/06/12 13:54:40","19050201",\N,\N
"P477C","020120021","535","2019/06/12 13:54:40","19050201",\N,\N
"P478","020120002","1800","2018/05/14 11:44:10","00030201",\N,\N
"P478","020120015","200","2018/05/14 11:44:10","00030201",\N,\N
"P478","020120021","3000","2018/05/14 11:44:10","00030201",\N,\N
