"IMXCODE","INKCODE","WEIGHT","REGDATE","REGUSER","EDITDATE","EDITUSER"
"DS1365A","020220016","1000","2018/04/27 08:49:34","00030201",\N,\N
"DS1365A","020220025","2000","2018/04/27 08:49:34","00030201",\N,\N
"DS137","020120002","24","2018/05/04 14:46:24","00030201",\N,\N
"DS137","020120007","12","2018/05/04 14:46:24","00030201",\N,\N
"DS137","020120015","3960","2018/05/04 14:46:24","00030201",\N,\N
"DS137","020120021","390","2018/05/04 14:46:24","00030201",\N,\N
"DS137A","020120002","6","2018/05/04 14:48:52","00030201",\N,\N
"DS137A","020120015","2000","2018/05/04 14:48:52","00030201",\N,\N
"DS137A","020120021","160","2018/05/04 14:48:52","00030201",\N,\N
"DS137B","020120002","2","2020/01/28 08:34:04","0114",\N,\N
"DS137B","020120015","1012","2020/01/28 08:34:04","0114",\N,\N
"DS137B","020120021","98","2020/01/28 08:34:04","0114",\N,\N
"DS138","020120007","200","2020/06/26 09:37:30","0114",\N,\N
"DS138","020120015","1500","2020/06/26 09:37:30","0114",\N,\N
"DS138","020120021","10","2020/06/26 09:37:30","0114",\N,\N
"DS139","020120007","200","2020/11/06 08:42:02","0114",\N,\N
"DS139","020120015","1500","2020/11/06 08:42:02","0114",\N,\N
"DS139","020120021","100","2020/11/06 08:42:02","0114",\N,\N
"DS144","020120001","60","2018/05/21 11:05:32","00030201",\N,\N
"DS144","020120015","1000","2018/05/21 11:05:32","00030201",\N,\N
"DS144","020120021","160","2018/05/21 11:05:32","00030201",\N,\N
"DS146","020120002","58","2019/07/26 15:50:38","0114",\N,\N
"DS146","020120007","8","2019/07/26 15:50:38","0114",\N,\N
"DS146","020120015","850","2019/07/26 15:50:38","0114",\N,\N
"DS146","020120021","126","2019/07/26 15:50:38","0114",\N,\N
"DS1525","020220008","400","2018/06/15 14:05:53","00030201",\N,\N
"DS1525","020220009","24","2018/06/15 14:05:53","00030201",\N,\N
"DS1525","020220014","70","2018/06/15 14:05:53","00030201",\N,\N
"DS1525","020220016","1000","2018/06/15 14:05:53","00030201",\N,\N
"DS155","020220008","64","2018/06/12 15:38:17","00030201",\N,\N
"DS155","020220013","600","2018/06/12 15:38:17","00030201",\N,\N
"DS155","020220016","450","2018/06/12 15:38:17","00030201",\N,\N
"DS155","020220025","5000","2018/06/12 15:38:17","00030201",\N,\N
"DS1555C","020220021","136","2018/04/12 12:05:02","00030201","2018/04/13 15:27:34","12345678"
"DS1555C","020220023","312","2018/04/12 12:05:03","00030201","2018/04/13 15:27:34","12345678"
"DS1555C","020220025","1504","2018/04/12 12:05:02","00030201","2018/04/13 15:27:34","12345678"
"DS155A","020220008","70","2019/07/17 14:56:49","0114",\N,\N
"DS155A","020220013","1000","2019/07/17 14:56:49","0114",\N,\N
"DS155A","020220016","500","2019/07/17 14:56:49","0114",\N,\N
"DS155A","020220025","5000","2019/07/17 14:56:49","0114",\N,\N
"DS160","020220008","1000","2018/06/15 13:56:10","00030201",\N,\N
"DS160","020220009","600","2018/06/15 13:56:10","00030201",\N,\N
"DS160","020220014","140","2018/06/15 13:56:10","00030201",\N,\N
"DS160","020220016","4500","2018/06/15 13:56:10","00030201",\N,\N
"DS1625","020120015","500","2018/05/23 09:18:12","00030201",\N,\N
"DS1625","020120021","400","2018/05/23 09:18:12","00030201",\N,\N
"DS1625","020120037","2000","2018/05/23 09:18:12","00030201",\N,\N
"DS1625A","020220008","300","2018/06/18 17:10:49","00030201",\N,\N
"DS1625A","020220016","520","2018/06/18 17:10:49","00030201",\N,\N
"DS1625A","020220025","2000","2018/06/18 17:10:49","00030201",\N,\N
"DS166","020220008","1600","2019/03/19 08:53:16","0114",\N,\N
"DS166","020220009","150","2019/03/19 08:53:16","0114",\N,\N
"DS166","020220016","3400","2019/03/19 08:53:16","0114",\N,\N
"DS1675","020220008","500","2018/06/08 10:00:00","00030201",\N,\N
"DS1675","020220009","50","2018/06/08 10:00:01","00030201",\N,\N
"DS1675","020220016","350","2018/06/08 10:00:01","00030201",\N,\N
"DS1675A","020120002","50","2019/07/30 11:43:29","0114",\N,\N
"DS1675A","020120015","500","2019/07/30 11:43:29","0114",\N,\N
"DS1675A","020120021","700","2019/07/30 11:43:29","0114",\N,\N
"DS1767","020120002","24","2020/03/16 08:36:59","0114",\N,\N
"DS1767","020120014","24","2020/03/16 08:36:59","0114",\N,\N
"DS1767","020120015","80","2020/03/16 08:36:59","0114",\N,\N
"DS1767","020120021","600","2020/03/16 08:36:59","0114",\N,\N
"DS1767","020120037","4000","2020/03/16 08:36:59","0114",\N,\N
"DS1795","020120002","52","2018/05/03 16:20:30","00030201",\N,\N
"DS1795","020120014","715","2018/05/03 16:20:30","00030201",\N,\N
"DS1795","020120021","2500","2018/05/03 16:20:30","00030201",\N,\N
"DS1795A","020220009","20","2020/11/04 09:01:40","0114",\N,\N
"DS1795A","020220015","10","2020/11/04 09:01:40","0114",\N,\N
"DS1795A","020220021","1000","2020/11/04 09:01:40","0114",\N,\N
"DS1795A","020220022","750","2020/11/04 09:01:40","0114",\N,\N
"DS1797","020220009","120","2020/11/06 08:49:24","0114",\N,\N
"DS1797","020220014","3000","2020/11/06 08:49:24","0114",\N,\N
"DS1797","020220016","2000","2020/11/06 08:49:24","0114",\N,\N
"DS1807","020220008","1000","2018/06/22 15:23:19","00030201",\N,\N
"DS1807","020220009","66","2018/06/22 15:23:19","00030201",\N,\N
"DS1807","020220014","320","2018/06/22 15:23:19","00030201",\N,\N
"DS1807","020220016","130","2018/06/22 15:23:19","00030201",\N,\N
"DS1815","020220008","1300","2020/11/19 09:19:47","0114",\N,\N
"DS1815","020220009","900","2020/11/19 09:19:47","0114",\N,\N
"DS1815","020220014","1000","2020/11/19 09:19:47","0114",\N,\N
"DS1815","020220016","600","2020/11/19 09:19:48","0114",\N,\N
"DS188","020220009","64","2018/06/07 16:43:27","00030201",\N,\N
"DS188","020220014","1000","2018/06/07 16:43:27","00030201",\N,\N
"DS188","020220015","80","2018/06/07 16:43:27","00030201",\N,\N
"DS188","020220016","500","2018/06/07 16:43:27","00030201",\N,\N
"DS188A","020220008","720","2020/05/14 08:36:37","0114",\N,\N
"DS188A","020220009","1000","2020/05/14 08:36:37","0114",\N,\N
"DS188A","020220016","1500","2020/05/14 08:36:36","0114",\N,\N
"DS191","020220014","100","2018/06/10 16:47:05","00030201",\N,\N
"DS191","020220015","500","2018/06/10 16:47:05","00030201",\N,\N
"DS191","020220025","2000","2018/06/10 16:47:05","00030201",\N,\N
"DS191A","020120014","374","2020/04/17 08:59:51","0114",\N,\N
"DS191A","020120021","626","2020/04/17 08:59:51","0114",\N,\N
"DS191A","020120037","1000","2020/04/17 08:59:51","0114",\N,\N
"DS1925","020220014","338","2019/10/24 17:15:13","0114",\N,\N
